"D4B61"	"D4B62"	"D4B63"	"D4KO1"	"D4KO2"	"D4KO3"	"D6B61"	"D6B62"	"D6B63"	"D6KO1"	"D6KO2"	"D6KO3"
"1700040L02Rik"	0.436314245422645	0.791126037077231	1.01355382400874	-0.3949594142353	0.301369852791599	-0.19753396824036	0.882422072491333	1.28938780690588	0.83195323260234	0.300304809657292	0.254249705661108	0.939916014833953
"1700048O20Rik"	-0.356661050743898	0.340761630055733	-0.130188545430105	0.271958705566475	0.219434262492569	0.712204325976546	0.338227454920039	0.630867003317136	0.675075613205532	-0.225614633899842	0.334638455780767	0.0252208825019381
"1700049G17Rik"	-0.0902286874289415	-0.914464644995851	-0.421669833013507	-0.637875790445767	0.0762575082369294	-0.223085599472883	0.3087174203641	0.29152472738581	-0.0762016095164166	0.384072834027539	0.470859126480756	0.678102880124847
"1700052K11Rik"	1.37003385822821	1.7532117981372	1.09320842951897	0.778919656581669	0.473926102380189	0.917624345545384	1.887555454243	1.6395800100472	1.32321680046996	1.26012011457293	0.887861641694188	1.07024234996504
"1700056E22Rik"	1.62837546642924	1.84723341220246	1.33843294254017	0.782917790698785	1.11840223319792	0.838283085751841	2.6358967974439	2.14805013310435	2.21650165168818	1.75332180255562	1.79999210621518	2.27561207633555
"1700066B19Rik"	2.24639403048847	2.23029578349789	2.65239933884275	2.11506202798608	2.01672890297092	2.58206850897946	-0.615989526268319	0.299050601631839	0.397891821063093	0.522161996863636	1.19829347137103	0.684048210216458
"1700066M21Rik"	1.97760181003825	1.81909841239032	1.77391376935511	2.04340362588306	1.84609805990048	2.33130464975169	1.01207130111053	2.1713220688578	1.36230883312542	1.18636143039156	1.56829180029061	1.68687156385163
"1700086O06Rik"	0.248358052530064	-0.0656226468303904	0.575597643608535	0.30533174566923	0.603549062781368	-0.198708479704933	-1.22982536905002	-0.664736550788981	0.285237739142834	-0.769750795665545	-0.0206849183233916	-1.52274148781927
"1700094D03Rik"	0.574937658808829	0.804947645177523	0.671261927105389	0.903025951145231	0.635763759116337	0.749718590451486	2.01857231038363	1.26898539188254	2.01426602553492	2.27230479154745	1.18196984932467	1.90567564359012
"1700096K18Rik"	1.71831778696831	1.91390574198661	2.01357806718363	1.02745354753197	1.4567521704099	0.874490951140867	2.70809627675932	2.45709158560663	2.43404196869907	2.21582701225982	2.01777701650146	2.4001568043666
