© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
0.692	2.02E-02	L2hgdh	 	L2HGDH	L-2-hydroxyglutarate dehydrogenase	Cytoplasm	enzyme	 	
0.141	3.96E-01	L3mbtl2	 	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	Nucleus	transcription regulator	 	
0.424	1.19E-01	L3mbtl3	 	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	Nucleus	other	 	
-0.317	3.35E-01	Lactb	 	LACTB	lactamase beta	Cytoplasm	peptidase	 	
0.310	1.28E-01	Lactb2	 	LACTB2	lactamase beta 2	Cytoplasm	enzyme	 	
1.347	8.20E-02	Lad1	 	LAD1	ladinin 1	Extracellular Space	other	 	
-0.439	2.13E-01	Lag3	 	LAG3	lymphocyte activating 3	Plasma Membrane	transmembrane receptor	EMB-02, LBL-007, LAG525, BMS-986016, REGN3767, MK-4280, GSK2831781, TSR-033, MGD013, FS118, INCAGN02385, SYM022, XmAb22841, RO7247669, anti-LAG-3 monoclonal antibody	
0.201	1.39E-01	Lage3	 	Lage3	L antigen family, member 3	Nucleus	other	 	
0.403	5.11E-01	Lair1	 	LAIR1	leukocyte associated immunoglobulin like receptor 1	Plasma Membrane	transmembrane receptor	 	
-0.435	1.05E-01	Lamp1	 	LAMP1	lysosomal associated membrane protein 1	Plasma Membrane	other	SAR428926	
-0.320	8.24E-02	Lamp2	 	LAMP2	lysosomal associated membrane protein 2	Plasma Membrane	enzyme	 	
-0.025	8.68E-01	Lamtor1	 	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	Plasma Membrane	other	 	
0.070	5.88E-01	Lamtor2	 	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	Cytoplasm	other	 	
0.146	3.87E-01	Lamtor3	 	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	Cytoplasm	other	 	
-0.097	5.73E-01	Lamtor4	 	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	Cytoplasm	other	 	
0.013	9.44E-01	Lamtor5	 	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	Cytoplasm	other	 	
0.241	8.60E-02	Lancl1	 	LANCL1	LanC like 1	Plasma Membrane	enzyme	 	
0.070	8.43E-01	Lancl2	 	LANCL2	LanC like 2	Plasma Membrane	other	 	
0.089	9.09E-01	Lancl3	 	LANCL3	LanC like 3	Other	other	 	
0.946	6.64E-05	Lap3	 	LAP3	leucine aminopeptidase 3	Cytoplasm	peptidase	 	
-0.012	9.56E-01	Laptm4a	 	LAPTM4A	lysosomal protein transmembrane 4 alpha	Cytoplasm	other	 	
0.434	3.55E-01	Laptm4b	 	LAPTM4B	lysosomal protein transmembrane 4 beta	Cytoplasm	other	 	
-0.260	2.05E-02	Laptm5	 	LAPTM5	lysosomal protein transmembrane 5	Plasma Membrane	other	 	
0.568	1.37E-04	Larp1	 	LARP1	La ribonucleoprotein 1, translational regulator	Cytoplasm	translation regulator	 	
0.246	1.11E-01	Larp1b	 	Larp1b	La ribonucleoprotein domain family, member 1B	Nucleus	other	 	
0.363	3.51E-02	Larp4	 	LARP4	La ribonucleoprotein 4	Cytoplasm	other	 	
0.100	7.35E-01	Larp4b	 	LARP4B	La ribonucleoprotein 4B	Cytoplasm	other	 	
0.056	6.48E-01	Larp7	 	LARP7	La ribonucleoprotein 7, transcriptional regulator	Nucleus	other	 	
0.113	5.55E-01	Lars	 	LARS1	leucyl-tRNA synthetase 1	Cytoplasm	enzyme	 	
0.136	4.48E-01	Lars2	 	LARS2	leucyl-tRNA synthetase 2, mitochondrial	Cytoplasm	enzyme	 	
0.429	1.02E-02	Las1l	 	LAS1L	LAS1 like ribosome biogenesis factor	Nucleus	other	 	
-0.075	5.75E-01	Lasp1	 	LASP1	LIM and SH3 protein 1	Cytoplasm	transporter	 	
-0.487	7.70E-04	Lat	 	LAT	linker for activation of T cells	Plasma Membrane	other	 	
0.043	8.99E-01	Lats1	 	LATS1	large tumor suppressor kinase 1	Nucleus	kinase	 	
-0.482	1.18E-01	Lats2	 	LATS2	large tumor suppressor kinase 2	Nucleus	kinase	 	
0.073	6.11E-01	Lax1	 	LAX1	lymphocyte transmembrane adaptor 1	Cytoplasm	other	 	
-0.337	1.89E-02	Lbh	 	LBH	LBH regulator of WNT signaling pathway	Nucleus	transcription regulator	 	
-0.532	4.04E-01	Lbp	 	LBP	lipopolysaccharide binding protein	Plasma Membrane	transporter	 	
-0.244	1.11E-01	Lbr	 	LBR	lamin B receptor	Nucleus	enzyme	 	
0.186	7.33E-01	Lca5	 	LCA5	lebercilin LCA5	Extracellular Space	other	 	
-0.118	1.86E-01	Lck	 	LCK	LCK proto-oncogene, Src family tyrosine kinase	Cytoplasm	kinase	lapatinib/pazopanib, damnacanthal, JNJ-26483327, WH-4-025, dacomitinib, corticosteroid/dasatinib, pazopanib, RK-24466, dasatinib/nilotinib, dasatinib/erlotinib, PP2/AG1879 tyrosine kinase inhibitor, PD173955, A-770041, afatinib/dasatinib, blinatumomab/dasatinib, dasatinib/dexamethasone/vincristine, dasatinib/dexamethasone, dasatinib/filgrastim, CCT239065, cytarabine/dasatinib/dexamethasone/methotrexate, dasatinib/rituximab, PP1, crizotinib/pazopanib, docetaxel/nintedanib, cytarabine/dasatinib, MO-26, nintedanib, dasatinib/inotuzumab ozogamicin, dasatinib	
0.282	1.60E-01	Lclat1	 	LCLAT1	lysocardiolipin acyltransferase 1	Cytoplasm	enzyme	 	
0.176	3.44E-01	Lcmt1	 	LCMT1	leucine carboxyl methyltransferase 1	Cytoplasm	enzyme	 	
0.107	6.12E-01	Lcmt2	 	LCMT2	leucine carboxyl methyltransferase 2	Cytoplasm	enzyme	 	
-0.131	9.61E-01	Lcn2	 	LCN2	lipocalin 2	Extracellular Space	transporter	 	
-0.646	2.32E-01	Lcn4	 	Lcn4	lipocalin 4	Extracellular Space	transporter	 	
-0.076	8.88E-01	Lcor	 	LCOR	ligand dependent nuclear receptor corepressor	Nucleus	transcription regulator	 	
-0.327	3.68E-01	Lcorl	 	LCORL	ligand dependent nuclear receptor corepressor like	Nucleus	transcription regulator	 	
-0.047	8.18E-01	Lcp1	 	LCP1	lymphocyte cytosolic protein 1	Cytoplasm	other	 	
-0.162	1.29E-01	Lcp2	 	LCP2	lymphocyte cytosolic protein 2	Cytoplasm	other	 	
0.145	2.90E-01	Ldah	 	LDAH	lipid droplet associated hydrolase	Cytoplasm	enzyme	 	
-0.095	6.03E-01	Ldb1	 	LDB1	LIM domain binding 1	Nucleus	transcription regulator	 	
0.170	3.29E-01	Ldha	 	LDHA	lactate dehydrogenase A	Cytoplasm	enzyme	 	
-0.057	7.30E-01	Ldhb	 	LDHB	lactate dehydrogenase B	Cytoplasm	enzyme	 	
-0.176	7.33E-01	Ldhd	 	LDHD	lactate dehydrogenase D	Cytoplasm	enzyme	 	
-0.344	3.50E-01	Ldlr	 	LDLR	low density lipoprotein receptor	Plasma Membrane	transporter	iodine I 131 iodocholesterol	
0.337	3.74E-02	Ldlrad4	 	LDLRAD4	low density lipoprotein receptor class A domain containing 4	Cytoplasm	other	 	
-0.181	3.11E-01	Ldlrap1	 	LDLRAP1	low density lipoprotein receptor adaptor protein 1	Cytoplasm	transporter	 	
-0.432	1.95E-03	Lef1	 	LEF1	lymphoid enhancer binding factor 1	Nucleus	transcription regulator	 	
-0.184	4.56E-01	Lemd2	 	LEMD2	LEM domain nuclear envelope protein 2	Nucleus	other	 	
0.181	6.39E-01	Lemd3	 	LEMD3	LEM domain containing 3	Nucleus	other	 	
0.321	4.87E-01	Lenep	 	LENEP	lens epithelial protein	Cytoplasm	other	 	
0.048	8.66E-01	Leng1	 	LENG1	leukocyte receptor cluster member 1	Other	other	 	
-0.196	1.90E-01	Leng8	 	LENG8	leukocyte receptor cluster member 8	Other	other	 	
-0.745	1.45E-02	Leng9	 	LENG9	leukocyte receptor cluster member 9	Other	other	 	
0.106	5.40E-01	Leo1	 	LEO1	LEO1 homolog, Paf1/RNA polymerase II complex component	Nucleus	other	 	
-0.288	1.39E-02	Leprot	 	LEPROT	leptin receptor overlapping transcript	Plasma Membrane	other	 	
-0.241	2.13E-01	Leprotl1	 	LEPROTL1	leptin receptor overlapping transcript like 1	Plasma Membrane	other	 	
0.043	7.70E-01	Letm1	 	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	Cytoplasm	transporter	 	
-0.605	1.33E-01	Letm2	 	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	Other	other	 	
-0.336	3.85E-02	Letmd1	 	LETMD1	LETM1 domain containing 1	Plasma Membrane	other	 	
-0.251	2.35E-01	Lfng	 	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Cytoplasm	enzyme	 	
-0.246	2.43E-01	Lgals1	 	LGALS1	galectin 1	Extracellular Space	other	OTX008	
0.393	4.27E-01	Lgals3	 	LGALS3	galectin 3	Extracellular Space	other	GCS-100, GR-MD-02	
-0.775	7.64E-04	Lgals3bp	 	LGALS3BP	galectin 3 binding protein	Plasma Membrane	transmembrane receptor	 	
0.684	1.48E-01	Lgals7	 	LGALS7/LGALS7B	galectin 7	Extracellular Space	other	 	
-0.311	1.31E-01	Lgals8	 	LGALS8	galectin 8	Extracellular Space	other	 	
0.046	7.58E-01	Lgals9	 	LGALS9B	galectin 9B	Cytoplasm	other	 	
-0.374	1.82E-01	Lgalsl	 	LGALSL	galectin like	Other	other	 	
-1.306	1.04E-04	Lgmn	 	LGMN	legumain	Cytoplasm	peptidase	 	
0.437	2.63E-01	Lhpp	 	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Cytoplasm	phosphatase	 	
0.046	7.81E-01	Lias	 	LIAS	lipoic acid synthetase	Cytoplasm	enzyme	 	
0.163	7.52E-01	Lif	 	LIF	LIF interleukin 6 family cytokine	Extracellular Space	cytokine	 	
0.095	7.82E-01	Lig1	 	LIG1	DNA ligase 1	Nucleus	enzyme	 	
0.332	8.53E-02	Lig3	 	LIG3	DNA ligase 3	Nucleus	enzyme	 	
-0.037	9.22E-01	Lig4	 	LIG4	DNA ligase 4	Nucleus	enzyme	 	
0.035	7.85E-01	Limd1	 	LIMD1	LIM domain containing 1	Nucleus	transcription regulator	 	
-0.242	8.56E-02	Limd2	 	LIMD2	LIM domain containing 2	Other	other	 	
-0.683	2.57E-04	Lime1	 	LIME1	Lck interacting transmembrane adaptor 1	Extracellular Space	other	 	
-0.406	4.71E-01	Limk1	 	LIMK1	LIM domain kinase 1	Cytoplasm	kinase	cobimetinib/encorafenib, dabrafenib/panitumumab/trametinib, dabrafenib/trametinib, dabrafenib/trametinib/vemurafenib, damnacanthal, SM1-71, encorafenib/panitumumab, encorafenib, binimetinib/cetuximab/encorafenib, binimetinib/encorafenib/panitumumab, cetuximab/dabrafenib/trametinib, dabrafenib/panitumumab, dabrafenib, dabrafenib/ipilimumab/trametinib, cetuximab/encorafenib, cobimetinib/dabrafenib, binimetinib/encorafenib, binimetinib/dabrafenib, MO-26, encorafenib/trametinib	
-0.270	1.42E-02	Limk2	 	LIMK2	LIM domain kinase 2	Cytoplasm	kinase	encorafenib, MO-26, cetuximab/encorafenib, binimetinib/encorafenib, binimetinib/encorafenib/panitumumab, binimetinib/cetuximab/encorafenib, encorafenib/panitumumab, encorafenib/trametinib, cobimetinib/encorafenib	
-0.283	3.07E-02	Lims1	 	LIMS1	LIM zinc finger domain containing 1	Plasma Membrane	other	 	
-0.125	4.39E-01	Lin37	 	LIN37	lin-37 DREAM MuvB core complex component	Nucleus	other	 	
-0.108	6.12E-01	Lin52	 	LIN52	lin-52 DREAM MuvB core complex component	Nucleus	other	 	
-0.147	5.19E-01	Lin54	 	LIN54	lin-54 DREAM MuvB core complex component	Nucleus	other	 	
-0.007	9.70E-01	Lin7c	 	LIN7C	lin-7 homolog C, crumbs cell polarity complex component	Cytoplasm	other	 	
0.117	5.11E-01	Lin9	 	LIN9	lin-9 DREAM MuvB core complex component	Nucleus	other	 	
-0.603	3.68E-04	Lipa	 	LIPA	lipase A, lysosomal acid type	Cytoplasm	enzyme	 	
-0.373	2.68E-01	Lipe	 	LIPE	lipase E, hormone sensitive type	Cytoplasm	enzyme	 	
0.778	1.05E-01	Lipt1	 	LIPT1	lipoyltransferase 1	Cytoplasm	enzyme	 	
0.242	6.57E-01	Lipt2	 	LIPT2	lipoyl(octanoyl) transferase 2	Cytoplasm	enzyme	 	
0.121	6.63E-01	Litaf	 	LITAF	lipopolysaccharide induced TNF factor	Nucleus	transcription regulator	 	
-0.346	8.27E-02	Llgl1	 	LLGL1	LLGL scribble cell polarity complex component 1	Cytoplasm	other	 	
-0.055	8.48E-01	Llgl2	 	LLGL2	LLGL scribble cell polarity complex component 2	Cytoplasm	other	 	
0.320	3.08E-02	Llph	 	LLPH	LLP homolog, long-term synaptic facilitation factor	Extracellular Space	other	 	
0.378	4.43E-02	Lman1	 	LMAN1	lectin, mannose binding 1	Cytoplasm	other	 	
-0.018	8.86E-01	Lman2	 	LMAN2	lectin, mannose binding 2	Cytoplasm	transporter	 	
0.112	5.98E-01	Lman2l	 	LMAN2L	lectin, mannose binding 2 like	Cytoplasm	other	 	
0.243	6.60E-01	Lmbr1	 	LMBR1	limb development membrane protein 1	Plasma Membrane	transmembrane receptor	 	
-0.671	2.27E-03	Lmbr1l	 	LMBR1L	limb development membrane protein 1 like	Plasma Membrane	transmembrane receptor	 	
-0.371	2.43E-02	Lmbrd1	 	LMBRD1	LMBR1 domain containing 1	Cytoplasm	enzyme	 	
0.398	5.45E-01	Lmbrd2	 	LMBRD2	LMBR1 domain containing 2	Other	other	 	
-0.184	3.79E-01	Lmf1	 	LMF1	lipase maturation factor 1	Cytoplasm	other	 	
-0.192	2.18E-01	Lmf2	 	LMF2	lipase maturation factor 2	Other	other	 	
0.685	2.51E-01	Lmln	 	LMLN	leishmanolysin like peptidase	Plasma Membrane	peptidase	 	
0.563	2.41E-01	Lmna	 	LMNA	lamin A/C	Nucleus	other	 	
-0.237	6.30E-01	Lmnb1	 	LMNB1	lamin B1	Nucleus	other	 	
0.026	9.08E-01	Lmnb2	 	LMNB2	lamin B2	Nucleus	other	 	
-0.602	1.41E-01	Lmntd2	 	LMNTD2	lamin tail domain containing 2	Other	other	 	
0.068	8.48E-01	Lmo4	 	LMO4	LIM domain only 4	Nucleus	transcription regulator	 	
-0.250	3.21E-01	Lmtk2	 	LMTK2	lemur tyrosine kinase 2	Cytoplasm	kinase	 	
-0.006	9.80E-01	Lnpep	 	LNPEP	leucyl and cystinyl aminopeptidase	Cytoplasm	peptidase	 	
-0.305	4.65E-01	Lnx1	 	LNX1	ligand of numb-protein X 1	Cytoplasm	enzyme	 	
-0.070	7.14E-01	Lnx2	 	LNX2	ligand of numb-protein X 2	Other	other	 	
-0.214	6.31E-01	Prodh	 	LOC102724788/PRODH	proline dehydrogenase 1	Cytoplasm	enzyme	 	
-1.073	2.78E-01	6330403K07Rik	 	LOC728392	uncharacterized LOC728392	Other	other	 	
0.317	1.30E-01	Lonp1	 	LONP1	lon peptidase 1, mitochondrial	Cytoplasm	peptidase	 	
-0.176	1.02E-01	Lonp2	 	LONP2	lon peptidase 2, peroxisomal	Cytoplasm	peptidase	 	
0.685	1.22E-01	Lpar2	 	LPAR2	lysophosphatidic acid receptor 2	Plasma Membrane	G-protein coupled receptor	 	
0.243	4.46E-01	Lpar5	 	LPAR5	lysophosphatidic acid receptor 5	Plasma Membrane	G-protein coupled receptor	 	
-0.777	7.06E-04	Lpar6	 	LPAR6	lysophosphatidic acid receptor 6	Plasma Membrane	G-protein coupled receptor	 	
0.004	9.87E-01	Lpcat1	 	LPCAT1	lysophosphatidylcholine acyltransferase 1	Cytoplasm	enzyme	 	
0.086	5.77E-01	Lpcat3	 	LPCAT3	lysophosphatidylcholine acyltransferase 3	Plasma Membrane	enzyme	 	
-0.543	9.51E-03	Lpcat4	 	LPCAT4	lysophosphatidylcholine acyltransferase 4	Cytoplasm	enzyme	 	
0.213	4.74E-01	Lpgat1	 	LPGAT1	lysophosphatidylglycerol acyltransferase 1	Cytoplasm	enzyme	 	
-0.578	3.05E-03	Lpin1	 	LPIN1	lipin 1	Nucleus	phosphatase	 	
0.080	6.83E-01	Lpin2	 	LPIN2	lipin 2	Nucleus	phosphatase	 	
0.260	6.63E-01	Lpin3	 	LPIN3	lipin 3	Nucleus	phosphatase	 	
-0.353	4.13E-01	Lpp	 	LPP	LIM domain containing preferred translocation partner in lipoma	Nucleus	other	 	
-0.826	1.12E-01	Lppos	 	Lppos	LIM domain containing preferred translocation partner in lipoma, opposite strand	Other	other	 	
-0.815	3.88E-04	Lpxn	 	LPXN	leupaxin	Cytoplasm	transcription regulator	 	
-0.218	2.55E-01	Lrba	 	LRBA	LPS responsive beige-like anchor protein	Cytoplasm	other	 	
0.027	8.73E-01	Lrch1	 	LRCH1	leucine rich repeats and calponin homology domain containing 1	Cytoplasm	other	 	
-0.173	4.09E-01	Lrch3	 	LRCH3	leucine rich repeats and calponin homology domain containing 3	Cytoplasm	other	 	
-0.182	3.62E-01	Lrif1	 	LRIF1	ligand dependent nuclear receptor interacting factor 1	Nucleus	other	 	
0.021	9.32E-01	Lrig1	 	LRIG1	leucine rich repeats and immunoglobulin like domains 1	Extracellular Space	other	 	
-0.561	3.07E-02	Lrig2	 	LRIG2	leucine rich repeats and immunoglobulin like domains 2	Cytoplasm	other	 	
-0.293	1.14E-01	Lrp10	 	LRP10	LDL receptor related protein 10	Plasma Membrane	transmembrane receptor	 	
-0.194	7.41E-01	Lrp12	 	LRP12	LDL receptor related protein 12	Plasma Membrane	transmembrane receptor	 	
0.207	5.89E-01	Lrp6	 	LRP6	LDL receptor related protein 6	Plasma Membrane	transmembrane receptor	BI-905677	
-0.321	4.56E-01	Lrp8	 	LRP8	LDL receptor related protein 8	Plasma Membrane	transmembrane receptor	 	
-0.163	1.88E-01	Lrpap1	 	LRPAP1	LDL receptor related protein associated protein 1	Plasma Membrane	other	 	
0.405	4.90E-02	Lrpprc	 	LRPPRC	leucine rich pentatricopeptide repeat containing	Cytoplasm	other	 	
0.327	4.87E-01	Lrr1	 	LRR1	leucine rich repeat protein 1	Cytoplasm	enzyme	 	
-0.162	7.29E-01	Lrrc1	 	LRRC1	leucine rich repeat containing 1	Cytoplasm	other	 	
0.183	3.09E-01	Lrrc14	 	LRRC14	leucine rich repeat containing 14	Cytoplasm	other	 	
0.150	6.05E-01	Lrrc20	 	LRRC20	leucine rich repeat containing 20	Other	other	 	
-0.765	2.55E-01	Lrrc27	 	LRRC27	leucine rich repeat containing 27	Other	other	 	
-0.536	2.48E-02	Lrrc28	 	LRRC28	leucine rich repeat containing 28	Other	other	 	
-0.232	6.11E-01	Lrrc29	 	LRRC29	leucine rich repeat containing 29	Other	enzyme	 	
-0.219	7.04E-01	Lrrc39	 	LRRC39	leucine rich repeat containing 39	Other	other	 	
0.057	7.69E-01	Lrrc40	 	LRRC40	leucine rich repeat containing 40	Nucleus	other	 	
0.199	2.03E-01	Lrrc41	 	LRRC41	leucine rich repeat containing 41	Cytoplasm	other	 	
0.127	4.18E-01	Lrrc42	 	LRRC42	leucine rich repeat containing 42	Other	other	 	
0.042	8.95E-01	Lrrc45	 	LRRC45	leucine rich repeat containing 45	Cytoplasm	other	 	
-0.106	8.62E-01	Lrrc47	 	LRRC47	leucine rich repeat containing 47	Other	other	 	
-0.023	9.78E-01	Lrrc49	 	LRRC49	leucine rich repeat containing 49	Cytoplasm	other	 	
-0.087	9.30E-01	Lrrc51	 	Lrrc51	leucine rich repeat containing 51	Other	other	 	
-0.616	2.79E-01	Lrrc56	 	LRRC56	leucine rich repeat containing 56	Other	other	 	
0.233	2.71E-01	Lrrc57	 	LRRC57	leucine rich repeat containing 57	Cytoplasm	other	 	
0.353	7.28E-02	Lrrc58	 	LRRC58	leucine rich repeat containing 58	Other	other	 	
0.464	8.56E-02	Lrrc59	 	LRRC59	leucine rich repeat containing 59	Cytoplasm	other	 	
-0.042	9.04E-01	Lrrc61	 	LRRC61	leucine rich repeat containing 61	Other	other	 	
-0.083	9.06E-01	Lrrc75a	 	LRRC75A	leucine rich repeat containing 75A	Other	other	 	
-0.327	3.55E-02	Lrrc8a	 	LRRC8A	leucine rich repeat containing 8 VRAC subunit A	Plasma Membrane	ion channel	 	
-0.109	8.59E-01	Lrrc8b	 	LRRC8B	leucine rich repeat containing 8 VRAC subunit B	Plasma Membrane	transporter	 	
-0.337	1.32E-02	Lrrc8c	 	LRRC8C	leucine rich repeat containing 8 VRAC subunit C	Plasma Membrane	ion channel	 	
0.081	7.78E-01	Lrrc8d	 	LRRC8D	leucine rich repeat containing 8 VRAC subunit D	Plasma Membrane	G-protein coupled receptor	 	
-0.021	9.15E-01	Lrrcc1	 	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1	Nucleus	transporter	 	
-0.290	1.29E-02	Lrrfip1	 	LRRFIP1	LRR binding FLII interacting protein 1	Cytoplasm	transcription regulator	 	
0.037	8.88E-01	Lrrfip2	 	Lrrfip2	leucine rich repeat (in FLII) interacting protein 2	Other	other	 	
-0.085	8.23E-01	Lrsam1	 	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	Cytoplasm	enzyme	 	
0.022	9.68E-01	Tomt	 	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing	Plasma Membrane	enzyme	 	
-0.003	9.85E-01	Lrwd1	 	LRWD1	leucine rich repeats and WD repeat domain containing 1	Nucleus	other	 	
0.155	2.52E-01	Lsg1	 	LSG1	large 60S subunit nuclear export GTPase 1	Cytoplasm	enzyme	 	
-0.126	3.31E-01	Lsm1	 	LSM1	LSM1 homolog, mRNA degradation associated	Nucleus	other	 	
-0.040	8.50E-01	Lsm10	 	LSM10	LSM10, U7 small nuclear RNA associated	Nucleus	other	 	
0.239	5.34E-01	Lsm11	 	LSM11	LSM11, U7 small nuclear RNA associated	Nucleus	other	 	
0.140	2.16E-01	Lsm12	 	LSM12	LSM12 homolog	Other	other	 	
-0.002	9.92E-01	Lsm14a	 	LSM14A	LSM14A mRNA processing body assembly factor	Cytoplasm	other	 	
-0.234	4.95E-01	Lsm14b	 	LSM14B	LSM family member 14B	Other	other	 	
0.420	1.34E-02	Lsm2	 	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleus	other	 	
0.263	1.60E-02	Lsm3	 	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleus	other	 	
-0.010	9.34E-01	Lsm4	 	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleus	other	 	
0.075	6.42E-01	Lsm5	 	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	Cytoplasm	other	 	
0.159	1.75E-01	Lsm6	 	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleus	other	 	
0.366	1.71E-02	Lsm7	 	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	Nucleus	other	 	
0.288	9.41E-02	Lsm8	 	LSM8	LSM8 homolog, U6 small nuclear RNA associated	Nucleus	other	 	
-0.440	7.22E-04	Lsp1	 	LSP1	lymphocyte specific protein 1	Cytoplasm	other	 	
-0.625	2.66E-01	Lsr	 	LSR	lipolysis stimulated lipoprotein receptor	Nucleus	transcription regulator	 	
0.073	8.72E-01	Lss	 	LSS	lanosterol synthase	Cytoplasm	enzyme	oxiconazole	
0.192	7.38E-01	Lst1	 	Lst1	leukocyte specific transcript 1	Cytoplasm	other	 	
1.035	1.83E-05	Lta	 	LTA	lymphotoxin alpha	Extracellular Space	cytokine	etanercept/methotrexate, etanercept	
-0.007	9.71E-01	Lta4h	 	LTA4H	leukotriene A4 hydrolase	Cytoplasm	enzyme	 	
-0.306	6.44E-02	Ltb	 	LTB	lymphotoxin beta	Extracellular Space	cytokine	 	
-0.232	9.36E-01	Ltf	 	LTF	lactotransferrin	Extracellular Space	peptidase	 	
-0.042	8.32E-01	Ltn1	 	LTN1	listerin E3 ubiquitin protein ligase 1	Nucleus	enzyme	 	
0.455	1.22E-03	Ltv1	 	LTV1	LTV1 ribosome biogenesis factor	Other	other	 	
0.366	2.22E-02	Luc7l	 	LUC7L	LUC7 like	Nucleus	other	 	
0.191	2.74E-01	Luc7l2	 	LUC7L2	LUC7 like 2, pre-mRNA splicing factor	Nucleus	other	 	
0.366	2.77E-02	Luc7l3	 	LUC7L3	LUC7 like 3 pre-mRNA splicing factor	Nucleus	other	 	
0.135	7.32E-01	Luzp1	 	LUZP1	leucine zipper protein 1	Nucleus	other	 	
0.261	1.25E-01	Lxn	 	LXN	latexin	Cytoplasm	other	 	
-1.238	2.34E-03	Ly6a	D	Ly6a (includes others)	lymphocyte antigen 6 complex, locus A	Plasma Membrane	other	 	
0.613	3.47E-01	Ly6c2	D	Ly6a (includes others)	lymphocyte antigen 6 complex, locus A	Plasma Membrane	other	 	
-0.683	3.88E-01	Ly6c1	D	Ly6a (includes others)	lymphocyte antigen 6 complex, locus A	Plasma Membrane	other	 	
0.249	7.66E-01	Ly6d	 	LY6D	lymphocyte antigen 6 family member D	Plasma Membrane	other	 	
0.075	4.97E-01	Ly6e	 	LY6E	lymphocyte antigen 6 family member E	Plasma Membrane	other	DLYE5953A	
-0.256	7.63E-01	Ly6g5b	 	LY6G5B	lymphocyte antigen 6 family member G5B	Plasma Membrane	other	 	
0.811	3.72E-02	Ly6k	 	Ly6k	lymphocyte antigen 6 complex, locus K	Nucleus	other	 	
-0.280	2.20E-01	Ly75	 	LY75	lymphocyte antigen 75	Plasma Membrane	transmembrane receptor	CDX 1401, MEN1309	
-0.183	6.72E-02	Ly9	 	LY9	lymphocyte antigen 9	Plasma Membrane	other	 	
-0.476	1.69E-01	Ly96	 	LY96	lymphocyte antigen 96	Plasma Membrane	transmembrane receptor	 	
0.634	5.71E-04	Lyar	 	LYAR	Ly1 antibody reactive	Plasma Membrane	other	 	
0.660	1.87E-01	Lynx1	 	LYNX1	Ly6/neurotoxin 1	Plasma Membrane	transporter	 	
0.519	3.55E-01	Lypd6b	 	LYPD6B	LY6/PLAUR domain containing 6B	Other	other	 	
0.029	8.72E-01	Lypla1	 	LYPLA1	lysophospholipase 1	Cytoplasm	enzyme	 	
-0.128	3.05E-01	Lypla2	 	LYPLA2	lysophospholipase 2	Cytoplasm	enzyme	 	
0.025	9.52E-01	Lyrm1	 	LYRM1	LYR motif containing 1	Cytoplasm	other	 	
-0.131	3.65E-01	Lyrm2	 	LYRM2	LYR motif containing 2	Cytoplasm	other	 	
0.494	6.03E-03	Lyrm4	 	LYRM4	LYR motif containing 4	Cytoplasm	other	 	
0.083	8.46E-01	Lyrm7	 	LYRM7	LYR motif containing 7	Cytoplasm	other	 	
0.341	2.13E-01	Lyrm9	 	LYRM9	LYR motif containing 9	Other	other	 	
0.185	5.52E-01	Lysmd1	 	LYSMD1	LysM domain containing 1	Nucleus	other	 	
0.068	8.91E-01	Lysmd2	 	LYSMD2	LysM domain containing 2	Other	other	 	
0.270	3.82E-01	Lysmd3	 	LYSMD3	LysM domain containing 3	Other	other	 	
-0.052	8.88E-01	Lysmd4	 	LYSMD4	LysM domain containing 4	Other	other	 	
-0.534	9.57E-02	Lyst	 	LYST	lysosomal trafficking regulator	Cytoplasm	transporter	 	
-0.022	9.84E-01	Lyz2	 	LYZ	lysozyme	Extracellular Space	enzyme	 	
