© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
-0.454	1.22E-03	Jak3	 	JAK3	Janus kinase 3	Cytoplasm	kinase	tofacitinib, R-348, decernotinib, baricitinib, oclacitinib, methotrexate/tofacitinib, N-(1-methyl-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridin-2-yl)acrylamide, (E)-4-(dimethylamino)-N-(1-methyl-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridin-2-yl)but-2-enamide, 2-chloro-N-(1-methyl-1,6-dihydroimidazo[4,5-d]pyrrolo[2,3-b]pyridin-2-yl)acetamide, PF-06651600, baricitinib/methotrexate, JAK inhibitor I, NCB-0846	
-0.801	6.64E-05	Jakmip1	 	JAKMIP1	janus kinase and microtubule interacting protein 1	Cytoplasm	other	 	
-0.237	1.14E-01	Jarid2	 	JARID2	jumonji and AT-rich interaction domain containing 2	Nucleus	transcription regulator	 	
-0.937	1.28E-02	Jazf1	 	JAZF1	JAZF zinc finger 1	Nucleus	transcription regulator	 	
-1.025	9.06E-02	Jdp2	 	JDP2	Jun dimerization protein 2	Nucleus	transcription regulator	 	
-0.111	4.36E-01	Jkamp	 	JKAMP	JNK1/MAPK8 associated membrane protein	Cytoplasm	other	 	
0.241	1.15E-01	Jmjd1c	 	JMJD1C	jumonji domain containing 1C	Nucleus	enzyme	 	
0.149	5.56E-01	Jmjd4	 	JMJD4	jumonji domain containing 4	Cytoplasm	enzyme	 	
0.186	3.97E-01	Jmjd6	 	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase	Plasma Membrane	transmembrane receptor	 	
0.451	8.69E-02	Jmjd8	 	JMJD8	jumonji domain containing 8	Cytoplasm	other	 	
-0.512	3.40E-01	Jmy	 	JMY	junction mediating and regulatory protein, p53 cofactor	Nucleus	transcription regulator	 	
0.024	9.02E-01	Josd2	 	JOSD2	Josephin domain containing 2	Cytoplasm	enzyme	 	
-0.801	1.82E-01	Jpx	 	Jpx	Jpx transcript, Xist activator (non-protein coding)	Other	other	 	
-0.123	8.47E-01	Jrk	 	JRK	Jrk helix-turn-helix protein	Nucleus	other	 	
-0.389	3.40E-01	Jrkl	 	JRKL	JRK like	Nucleus	other	 	
0.011	9.49E-01	Jtb	 	JTB	jumping translocation breakpoint	Plasma Membrane	other	 	
-1.171	2.64E-02	Jun	 	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	Nucleus	transcription regulator	 	
-0.396	3.18E-01	Junb	 	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	Nucleus	transcription regulator	 	
-0.294	5.69E-01	Jund	 	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	Nucleus	transcription regulator	 	
-1.243	6.76E-02	Jup	 	JUP	junction plakoglobin	Plasma Membrane	other	 	
-0.181	7.43E-01	Kank3	 	KANK3	KN motif and ankyrin repeat domains 3	Cytoplasm	other	 	
-0.267	4.00E-02	Kansl1	 	KANSL1	KAT8 regulatory NSL complex subunit 1	Nucleus	other	 	
0.295	3.65E-01	Kansl1l	 	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	Other	other	 	
0.119	4.50E-01	Kansl2	 	KANSL2	KAT8 regulatory NSL complex subunit 2	Nucleus	other	 	
0.107	5.16E-01	Kansl3	 	KANSL3	KAT8 regulatory NSL complex subunit 3	Nucleus	other	 	
0.170	5.94E-01	Kantr	 	Kantr	Kdm5c adjacent non-coding transcript	Other	other	 	
0.214	5.29E-02	Kars	 	KARS1	lysyl-tRNA synthetase 1	Cytoplasm	enzyme	 	
0.321	4.69E-02	Kat2a	 	KAT2A	lysine acetyltransferase 2A	Cytoplasm	enzyme	 	
-0.265	3.34E-01	Kat2b	 	KAT2B	lysine acetyltransferase 2B	Nucleus	transcription regulator	 	
-0.007	9.68E-01	Kat5	 	KAT5	lysine acetyltransferase 5	Nucleus	transcription regulator	 	
-0.234	1.08E-01	Kat6a	 	KAT6A	lysine acetyltransferase 6A	Nucleus	enzyme	 	
-0.280	3.31E-01	Kat6b	 	Kat6b	K(lysine) acetyltransferase 6B	Nucleus	enzyme	 	
0.029	8.35E-01	Kat7	 	KAT7	lysine acetyltransferase 7	Nucleus	enzyme	 	
-0.002	9.94E-01	Kat8	 	KAT8	lysine acetyltransferase 8	Nucleus	enzyme	 	
0.109	3.90E-01	Katna1	 	KATNA1	katanin catalytic subunit A1	Cytoplasm	enzyme	 	
-0.270	7.40E-01	Katnal1	 	KATNAL1	katanin catalytic subunit A1 like 1	Cytoplasm	enzyme	 	
-0.168	2.94E-01	Katnb1	 	KATNB1	katanin regulatory subunit B1	Cytoplasm	enzyme	 	
0.061	8.11E-01	Katnbl1	 	KATNBL1	katanin regulatory subunit B1 like 1	Nucleus	other	 	
-0.912	1.56E-05	Kbtbd11	 	KBTBD11	kelch repeat and BTB domain containing 11	Other	other	 	
-0.147	4.07E-01	Kbtbd2	 	KBTBD2	kelch repeat and BTB domain containing 2	Other	other	 	
-0.256	4.25E-01	Kbtbd3	 	KBTBD3	kelch repeat and BTB domain containing 3	Extracellular Space	other	 	
0.296	3.63E-02	Kbtbd4	 	KBTBD4	kelch repeat and BTB domain containing 4	Other	other	 	
0.350	4.80E-01	Kbtbd6	 	KBTBD6	kelch repeat and BTB domain containing 6	Cytoplasm	other	 	
-0.224	5.97E-01	Kbtbd7	 	KBTBD7	kelch repeat and BTB domain containing 7	Cytoplasm	other	 	
0.159	7.41E-01	Kbtbd8	 	KBTBD8	kelch repeat and BTB domain containing 8	Cytoplasm	other	 	
0.234	1.53E-01	Kcmf1	 	KCMF1	potassium channel modulatory factor 1	Extracellular Space	enzyme	 	
-1.790	5.87E-03	Kcna2	 	KCNA2	potassium voltage-gated channel subfamily A member 2	Plasma Membrane	ion channel	dalfampridine	
-0.490	2.28E-01	Kcna3	 	KCNA3	potassium voltage-gated channel subfamily A member 3	Plasma Membrane	ion channel	dalfampridine	
-0.250	9.17E-02	Kcnab2	 	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	Plasma Membrane	ion channel	 	
-0.837	1.74E-01	Kcnb1	 	KCNB1	potassium voltage-gated channel subfamily B member 1	Plasma Membrane	ion channel	dalfampridine	
-1.387	8.49E-02	Kcnh2	 	KCNH2	potassium voltage-gated channel subfamily H member 2	Plasma Membrane	ion channel	dofetilide, sotalol, pimozide, amiodarone, quinidine, procainamide, amitriptyline, propafenone, ibutilide, dextromethorphan/quinidine, halofantrine	
-0.177	7.44E-01	Kcnip2	 	KCNIP2	potassium voltage-gated channel interacting protein 2	Plasma Membrane	transporter	 	
-0.220	6.31E-01	Kcnk5	 	KCNK5	potassium two pore domain channel subfamily K member 5	Plasma Membrane	ion channel	 	
0.432	4.50E-01	Kcnk6	 	KCNK6	potassium two pore domain channel subfamily K member 6	Plasma Membrane	ion channel	 	
-0.129	8.53E-01	Kcnmb1	 	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	Plasma Membrane	ion channel	tedisamil	
-0.101	8.91E-01	Kcnmb4	 	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4	Plasma Membrane	ion channel	tedisamil	
-0.101	3.10E-01	Kcnn4	 	KCNN4	potassium calcium-activated channel subfamily N member 4	Plasma Membrane	ion channel	clotrimazole, betamethasone/clotrimazole, senicapoc	
0.148	5.80E-01	Kcnq1ot1	 	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	Other	other	 	
0.475	4.46E-01	Kcnq5	 	KCNQ5	potassium voltage-gated channel subfamily Q member 5	Plasma Membrane	ion channel	 	
-0.344	6.21E-01	Kctd1	 	KCTD1	potassium channel tetramerization domain containing 1	Nucleus	transcription regulator	 	
-0.067	5.83E-01	Kctd10	 	KCTD10	potassium channel tetramerization domain containing 10	Nucleus	ion channel	 	
0.446	5.54E-01	Kctd11	 	KCTD11	potassium channel tetramerization domain containing 11	Cytoplasm	other	 	
0.009	9.65E-01	Kctd13	 	KCTD13	potassium channel tetramerization domain containing 13	Nucleus	ion channel	 	
-0.351	2.11E-01	Kctd17	 	KCTD17	potassium channel tetramerization domain containing 17	Cytoplasm	other	 	
-0.239	1.49E-01	Kctd18	 	KCTD18	potassium channel tetramerization domain containing 18	Other	other	 	
0.084	8.16E-01	Kctd2	 	KCTD2	potassium channel tetramerization domain containing 2	Other	ion channel	 	
-0.005	9.78E-01	Kctd20	 	KCTD20	potassium channel tetramerization domain containing 20	Cytoplasm	other	 	
-0.844	2.46E-01	Kctd21	 	KCTD21	potassium channel tetramerization domain containing 21	Other	other	 	
0.266	4.67E-01	Kctd3	 	KCTD3	potassium channel tetramerization domain containing 3	Plasma Membrane	ion channel	 	
0.235	1.40E-01	Kctd5	 	KCTD5	potassium channel tetramerization domain containing 5	Cytoplasm	other	 	
0.424	5.19E-01	Kctd6	 	KCTD6	potassium channel tetramerization domain containing 6	Plasma Membrane	ion channel	 	
0.024	9.32E-01	Kctd7	 	KCTD7	potassium channel tetramerization domain containing 7	Plasma Membrane	ion channel	 	
-0.008	9.76E-01	Kctd9	 	KCTD9	potassium channel tetramerization domain containing 9	Other	other	 	
0.038	8.15E-01	Kdelr1	 	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	Cytoplasm	transporter	 	
0.195	1.84E-01	Kdelr2	 	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	Cytoplasm	other	 	
0.011	9.52E-01	Kdm1a	 	KDM1A	lysine demethylase 1A	Nucleus	enzyme	TAS1440, GSK-2879552, RO7051790, IMG-7289, CC-90011, INCB059872, seclidemstat	
0.080	7.01E-01	Kdm1b	 	Kdm1b	lysine (K)-specific demethylase 1B	Nucleus	enzyme	 	
-0.158	1.70E-01	Kdm2a	 	KDM2A	lysine demethylase 2A	Nucleus	enzyme	 	
0.340	2.83E-02	Kdm2b	 	KDM2B	lysine demethylase 2B	Nucleus	enzyme	 	
-0.315	7.71E-02	Kdm3a	 	KDM3A	lysine demethylase 3A	Nucleus	transcription regulator	 	
-0.074	6.41E-01	Kdm3b	 	KDM3B	lysine demethylase 3B	Nucleus	enzyme	 	
-0.108	4.27E-01	Kdm4a	 	KDM4A	lysine demethylase 4A	Nucleus	transcription regulator	 	
-0.112	5.75E-01	Kdm4b	 	KDM4B	lysine demethylase 4B	Nucleus	enzyme	 	
-0.230	8.54E-02	Kdm4c	 	KDM4C	lysine demethylase 4C	Nucleus	enzyme	 	
-0.197	6.72E-02	Kdm5a	 	KDM5A	lysine demethylase 5A	Nucleus	transcription regulator	 	
-0.285	6.16E-02	Kdm5b	 	KDM5B	lysine demethylase 5B	Nucleus	transcription regulator	 	
0.132	4.65E-01	Kdm5c	 	KDM5C	lysine demethylase 5C	Nucleus	enzyme	 	
-0.272	9.88E-02	Kdm5d	 	KDM5D	lysine demethylase 5D	Nucleus	enzyme	 	
-0.213	2.55E-01	Kdm6a	 	KDM6A	lysine demethylase 6A	Nucleus	enzyme	 	
0.129	6.08E-01	Kdm6b	 	KDM6B	lysine demethylase 6B	Extracellular Space	enzyme	 	
-0.511	2.51E-02	Kdm7a	 	KDM7A	lysine demethylase 7A	Nucleus	enzyme	 	
0.059	8.07E-01	Kdm8	 	KDM8	lysine demethylase 8	Nucleus	enzyme	 	
0.066	7.21E-01	Kdsr	 	KDSR	3-ketodihydrosphingosine reductase	Plasma Membrane	enzyme	 	
-0.074	5.71E-01	Keap1	 	KEAP1	kelch like ECH associated protein 1	Cytoplasm	transcription regulator	dimethyl fumarate	
0.080	4.84E-01	Khdrbs1	 	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	Nucleus	transcription regulator	CWP232291	
0.009	9.78E-01	Khk	 	KHK	ketohexokinase	Cytoplasm	kinase	 	
0.116	7.20E-01	Khnyn	 	KHNYN	KH and NYN domain containing	Other	other	 	
0.123	4.51E-01	Khsrp	 	KHSRP	KH-type splicing regulatory protein	Nucleus	enzyme	 	
-0.127	3.67E-01	4930523C07Rik	 	KIAA0040	KIAA0040	Other	other	 	
0.023	9.11E-01	2610507B11Rik	 	KIAA0100	KIAA0100	Extracellular Space	other	 	
-0.063	8.42E-01	D5Ertd579e	 	KIAA0232	KIAA0232	Extracellular Space	other	 	
-0.268	9.48E-02	AU040320	 	KIAA0319L	KIAA0319 like	Cytoplasm	other	 	
-0.065	7.96E-01	2700049A03Rik	 	KIAA0586	KIAA0586	Cytoplasm	other	 	
-0.338	1.40E-01	4933427D14Rik	 	KIAA0753	KIAA0753	Cytoplasm	other	 	
0.787	6.88E-02	D830031N03Rik	 	KIAA0754	KIAA0754	Plasma Membrane	other	 	
0.435	3.66E-01	2210408I21Rik	 	KIAA0825	KIAA0825	Extracellular Space	other	 	
0.486	2.51E-01	9530077C05Rik	 	KIAA0895	KIAA0895	Other	other	 	
0.378	3.08E-01	4931428F04Rik	 	KIAA0895L	KIAA0895 like	Other	other	 	
0.014	9.79E-01	5031439G07Rik	 	KIAA0930	KIAA0930	Other	other	 	
-0.434	4.10E-03	4932438A13Rik	 	KIAA1109	KIAA1109	Other	other	 	
-0.073	7.43E-01	1110059G10Rik	 	KIAA1143	KIAA1143	Other	other	 	
-0.028	8.63E-01	4833439L19Rik	 	KIAA1191	KIAA1191	Cytoplasm	other	 	
-0.079	8.23E-01	AW554918	 	KIAA1328	KIAA1328	Other	other	 	
0.288	4.87E-01	0610010F05Rik	 	KIAA1841	KIAA1841	Other	other	 	
0.175	4.51E-01	2510039O18Rik	 	KIAA2013	KIAA2013	Other	other	 	
0.068	8.46E-01	9930021J03Rik	 	KIAA2026	KIAA2026	Other	other	 	
0.066	9.22E-01	BC048403	 	KICS2	KICSTOR subunit 2	Plasma Membrane	other	 	
-0.226	1.54E-01	Kidins220	 	KIDINS220	kinase D interacting substrate 220	Nucleus	transcription regulator	 	
-0.134	7.21E-01	Kif11	 	KIF11	kinesin family member 11	Nucleus	other	ispinesib, AZD4877, MK-0731, filanesib, SB-743921, litronesib, 4SC-205, ALN-VSP02	
-1.014	2.66E-02	Kif13a	 	KIF13A	kinesin family member 13A	Cytoplasm	transporter	 	
-0.010	9.89E-01	Kif13b	 	KIF13B	kinesin family member 13B	Cytoplasm	other	 	
-0.390	1.67E-01	Kif14	 	KIF14	kinesin family member 14	Cytoplasm	enzyme	 	
-0.057	8.91E-01	Kif15	 	KIF15	kinesin family member 15	Nucleus	other	 	
-0.040	8.81E-01	Kif16b	 	KIF16B	kinesin family member 16B	Cytoplasm	enzyme	 	
0.003	9.93E-01	Kif18a	 	KIF18A	kinesin family member 18A	Cytoplasm	enzyme	 	
-0.277	5.80E-01	Kif18b	 	KIF18B	kinesin family member 18B	Cytoplasm	other	 	
0.274	5.28E-01	Kif1b	 	KIF1B	kinesin family member 1B	Cytoplasm	transporter	 	
-0.244	5.35E-01	Kif1c	 	KIF1C	kinesin family member 1C	Cytoplasm	other	 	
-0.053	9.25E-01	Kif20a	 	KIF20A	kinesin family member 20A	Cytoplasm	other	 	
0.049	8.68E-01	Kif20b	 	KIF20B	kinesin family member 20B	Nucleus	enzyme	 	
-0.743	3.53E-05	Kif21b	 	KIF21B	kinesin family member 21B	Cytoplasm	other	 	
-0.220	6.25E-01	Kif22	 	KIF22	kinesin family member 22	Nucleus	other	 	
-0.232	4.74E-01	Kif23	 	KIF23	kinesin family member 23	Cytoplasm	other	 	
-0.264	4.56E-01	Kif24	 	KIF24	kinesin family member 24	Cytoplasm	other	 	
-0.082	6.63E-01	Kif2a	 	KIF2A	kinesin family member 2A	Cytoplasm	other	 	
-0.066	9.06E-01	Kif2c	 	KIF2C	kinesin family member 2C	Nucleus	other	 	
0.064	8.95E-01	Kif3a	 	KIF3A	kinesin family member 3A	Cytoplasm	enzyme	 	
-0.060	7.66E-01	Kif3b	 	KIF3B	kinesin family member 3B	Cytoplasm	transporter	 	
-0.370	2.47E-01	Kif3c	 	KIF3C	kinesin family member 3C	Cytoplasm	other	 	
-0.068	9.05E-01	Kif4	 	KIF4A	kinesin family member 4A	Nucleus	other	 	
-0.047	7.10E-01	Kif5b	 	KIF5B	kinesin family member 5B	Cytoplasm	other	 	
-2.203	3.41E-03	Kif5c	 	KIF5C	kinesin family member 5C	Cytoplasm	enzyme	 	
-0.149	6.38E-01	Kifap3	 	KIFAP3	kinesin associated protein 3	Cytoplasm	other	 	
-0.282	1.42E-01	Kifc1	D	KIFC1	kinesin family member C1	Nucleus	enzyme	 	
0.038	9.64E-01	Kifc5b	D	KIFC1	kinesin family member C1	Nucleus	enzyme	 	
-0.336	2.76E-01	Kifc2	 	KIFC2	kinesin family member C2	Cytoplasm	other	 	
-0.079	7.04E-01	Kin	 	KIN	Kin17 DNA and RNA binding protein	Nucleus	other	 	
-2.774	4.31E-03	Kit	 	KIT	KIT proto-oncogene, receptor tyrosine kinase	Plasma Membrane	transmembrane receptor	avapritinib, corticosteroid/nilotinib, filgrastim/imatinib, midostaurin, PDGF receptor tyrosine kinase inhibitor V, sorafenib/sulindac/sunitinib, cabozantinib/crizotinib, cytarabine/idarubicin/midostaurin, imatinib/sunitinib, bevacizumab/sorafenib, axitinib, cytarabine/imatinib/methotrexate, motesanib, hydrocortisone/imatinib, AMG 191, pazopanib, tandutinib, 5-azacytidine/sorafenib, quizartinib, dasatinib/nilotinib, ponatinib, famitinib, dasatinib/erlotinib, telatinib, imatinib, imatinib/rituximab, dexamethasone/ponatinib/vincristine, imatinib/nilotinib/pegintron, corticosteroid/ponatinib, nilotinib/rituximab, afatinib/dasatinib, blinatumomab/dasatinib, imatinib/nilotinib, NMS-03592088, SU6663, AKN-028, dasatinib/filgrastim, bosutinib/ponatinib, decitabine/sorafenib, cytarabine/midostaurin, cabozantinib, etoposide/imatinib/mitoxantrone, cytarabine/idarubicin/sorafenib, cytarabine/dasatinib/dexamethasone/methotrexate, blinatumomab/imatinib, bosutinib/imatinib, masitinib, chiauranib, cytarabine/dasatinib, dasatinib/inotuzumab ozogamicin, cabozantinib/tyrosine kinase inhibitor, dasatinib, dexamethasone/imatinib/vincristine, imatinib/sorafenib, corticosteroid/imatinib, sorafenib, lapatinib/pazopanib, imatinib/inotuzumab ozogamicin, lenvatinib, cytarabine/filgrastim/fludarabine phosphate/imatinib, KIT inhibitor, cytarabine/filgrastim/fludarabine phosphate/idarubicin/imatinib, dexamethasone/lenalidomide/sorafenib, sunitinib, 5-azacytidine/midostaurin, PLX9486, regorafenib, dexamethasone/nilotinib/vincristine, corticosteroid/dasatinib, SU6597, SU 14813, cabozantinib/erlotinib, SU6561, flumatinib, PD173955, nilotinib, cytarabine/imatinib, OSI-930, pexidartinib, SU5614, amuvatinib, cytarabine/dexamethasone/imatinib/methotrexate, dexamethasone/imatinib, everolimus/sorafenib, cytarabine/idarubicin/imatinib, bortezomib/sorafenib, LOP628, dasatinib/dexamethasone/vincristine, imatinib/peginterferon alfa-2a, cabozantinib/nivolumab, erdafitinib, dasatinib/dexamethasone, bosutinib/hydroxyurea/ponatinib, clofarabine/cytarabine/sorafenib, lenvatinib/pembrolizumab, dasatinib/rituximab, KTN0158, crizotinib/pazopanib, cytarabine/etoposide/imatinib/mitoxantrone, everolimus/lenvatinib, decitabine/imatinib, sitravatinib, tivozanib, ripretinib, imatinib/prednisone, regorafenib/sunitinib, ponatinib/rituximab, imatinib/sirolimus	
-0.122	7.55E-01	Kiz	 	KIZ	kizuna centrosomal protein	Cytoplasm	other	 	
0.206	1.01E-01	Klc1	 	KLC1	kinesin light chain 1	Cytoplasm	other	 	
0.080	8.91E-01	Klc2	 	KLC2	kinesin light chain 2	Cytoplasm	other	 	
-0.718	5.87E-03	Klc3	 	KLC3	kinesin light chain 3	Cytoplasm	other	 	
-0.218	3.68E-01	Klc4	 	KLC4	kinesin light chain 4	Other	other	 	
-0.193	2.25E-01	Klf10	 	KLF10	Kruppel like factor 10	Nucleus	transcription regulator	 	
-0.114	8.78E-01	Klf11	 	KLF11	Kruppel like factor 11	Nucleus	transcription regulator	 	
-0.428	1.55E-02	Klf13	 	KLF13	Kruppel like factor 13	Nucleus	transcription regulator	 	
-0.179	6.59E-01	Klf16	 	Klf16	Kruppel-like factor 16	Nucleus	transcription regulator	 	
-0.881	3.94E-02	Klf2	 	KLF2	Kruppel like factor 2	Nucleus	transcription regulator	 	
-0.266	3.99E-01	Klf3	 	KLF3	Kruppel like factor 3	Nucleus	transcription regulator	 	
-0.190	5.11E-01	Klf6	 	KLF6	Kruppel like factor 6	Nucleus	transcription regulator	 	
-0.067	8.42E-01	Klf7	 	KLF7	Kruppel like factor 7	Nucleus	transcription regulator	 	
-1.844	2.70E-02	Klf8	 	KLF8	Kruppel like factor 8	Nucleus	transcription regulator	 	
-0.794	1.08E-02	Klhdc1	 	KLHDC1	kelch domain containing 1	Cytoplasm	other	 	
0.025	9.63E-01	Klhdc10	 	KLHDC10	kelch domain containing 10	Nucleus	other	 	
-0.173	6.78E-01	Klhdc2	 	KLHDC2	kelch domain containing 2	Cytoplasm	other	 	
0.089	3.92E-01	Klhdc3	 	KLHDC3	kelch domain containing 3	Cytoplasm	other	 	
0.244	1.65E-01	Klhdc4	 	KLHDC4	kelch domain containing 4	Other	other	 	
-0.318	5.11E-01	Klhdc8b	 	KLHDC8B	kelch domain containing 8B	Cytoplasm	other	 	
0.287	4.54E-01	Klhdc9	 	KLHDC9	kelch domain containing 9	Other	other	 	
0.248	5.56E-01	Klhl11	 	KLHL11	kelch like family member 11	Cytoplasm	other	 	
0.151	5.62E-01	Klhl12	 	KLHL12	kelch like family member 12	Cytoplasm	other	 	
0.332	3.56E-01	Klhl15	 	KLHL15	kelch like family member 15	Nucleus	other	 	
-0.281	5.80E-01	Klhl17	 	KLHL17	kelch like family member 17	Cytoplasm	other	 	
-0.089	7.54E-01	Klhl18	 	KLHL18	kelch like family member 18	Other	other	 	
0.232	4.97E-01	Klhl2	 	KLHL2	kelch like family member 2	Cytoplasm	other	 	
0.014	9.61E-01	Klhl20	 	KLHL20	kelch like family member 20	Plasma Membrane	enzyme	 	
0.091	8.52E-01	Klhl21	 	KLHL21	kelch like family member 21	Cytoplasm	enzyme	 	
-0.188	5.71E-01	Klhl22	 	KLHL22	kelch like family member 22	Cytoplasm	other	 	
0.487	4.06E-01	Klhl23	 	KLHL23/PHOSPHO2-KLHL23	kelch like family member 23	Extracellular Space	other	 	
-0.649	1.34E-02	Klhl24	 	KLHL24	kelch like family member 24	Plasma Membrane	other	 	
0.066	6.73E-01	Klhl25	 	KLHL25	kelch like family member 25	Cytoplasm	other	 	
-0.101	7.30E-01	Klhl26	 	KLHL26	kelch like family member 26	Other	other	 	
-0.363	1.44E-01	Klhl28	 	KLHL28	kelch like family member 28	Other	other	 	
-1.275	2.28E-02	Klhl3	 	KLHL3	kelch like family member 3	Cytoplasm	other	 	
-0.128	5.08E-01	Klhl36	 	KLHL36	kelch like family member 36	Cytoplasm	other	 	
-4.779	1.39E-02	Klhl4	 	KLHL4	kelch like family member 4	Cytoplasm	other	 	
0.002	9.95E-01	Klhl42	 	KLHL42	kelch like family member 42	Nucleus	enzyme	 	
0.032	9.28E-01	Klhl5	 	KLHL5	kelch like family member 5	Extracellular Space	other	 	
-0.592	2.95E-04	Klhl6	 	KLHL6	kelch like family member 6	Other	other	 	
0.225	4.52E-01	Klhl7	 	KLHL7	kelch like family member 7	Nucleus	other	 	
0.119	3.83E-01	Klhl9	 	KLHL9	kelch like family member 9	Cytoplasm	other	 	
0.830	5.37E-01	Klk15	 	KLK15	kallikrein related peptidase 15	Extracellular Space	peptidase	 	
4.894	3.02E-02	Klk1b27	 	KLK3	kallikrein related peptidase 3	Extracellular Space	peptidase	 	
-0.101	6.40E-01	Klk8	 	KLK8	kallikrein related peptidase 8	Extracellular Space	peptidase	 	
2.081	1.10E-05	Klrb1c	 	KLRB1	killer cell lectin like receptor B1	Plasma Membrane	transmembrane receptor	 	
-1.261	2.64E-02	Klrb1f	 	Klrb1f	killer cell lectin-like receptor subfamily B member 1F	Plasma Membrane	other	 	
0.212	1.53E-01	Kmt2a	 	KMT2A	lysine methyltransferase 2A	Nucleus	transcription regulator	KO-539	
0.020	9.41E-01	Kmt2b	 	KMT2B	lysine methyltransferase 2B	Nucleus	transcription regulator	 	
0.058	7.72E-01	Kmt2c	 	KMT2C	lysine methyltransferase 2C	Nucleus	transcription regulator	 	
0.028	9.06E-01	Kmt2d	 	KMT2D	lysine methyltransferase 2D	Nucleus	transcription regulator	 	
-0.117	3.72E-01	Kmt2e	 	KMT2E	lysine methyltransferase 2E (inactive)	Nucleus	enzyme	 	
0.312	4.46E-02	Knop1	 	KNOP1	lysine rich nucleolar protein 1	Other	other	 	
-0.056	8.91E-01	Knstrn	 	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	Cytoplasm	other	 	
-0.046	8.91E-01	Kntc1	 	KNTC1	kinetochore associated 1	Nucleus	other	 	
0.013	9.47E-01	Kpna1	 	KPNA1	karyopherin subunit alpha 1	Nucleus	transporter	 	
0.059	8.88E-01	Kpna2	 	KPNA2	karyopherin subunit alpha 2	Nucleus	other	 	
0.234	1.51E-01	Kpna3	 	KPNA3	karyopherin subunit alpha 3	Nucleus	transporter	 	
0.303	3.94E-02	Kpna4	 	KPNA4	karyopherin subunit alpha 4	Nucleus	other	 	
0.396	3.75E-02	Kpna6	 	KPNA6	karyopherin subunit alpha 6	Nucleus	other	 	
0.436	9.33E-04	Kpnb1	 	KPNB1	karyopherin subunit beta 1	Nucleus	other	 	
-0.189	2.64E-01	Kptn	 	KPTN	kaptin, actin binding protein	Plasma Membrane	other	 	
-0.099	8.32E-01	Kras	 	KRAS	KRAS proto-oncogene, GTPase	Cytoplasm	enzyme	JNJ-74699157, AZD4785, GDC-6036, chelerythrine, sotorasib, MRTX849, LY3499446	
-0.277	2.05E-01	Krba1	 	KRBA1	KRAB-A domain containing 1	Other	other	 	
0.016	9.22E-01	Krcc1	 	KRCC1	lysine rich coiled-coil 1	Extracellular Space	other	 	
-0.155	6.33E-01	Kremen1	 	KREMEN1	kringle containing transmembrane protein 1	Plasma Membrane	other	 	
-0.582	2.51E-01	Kremen2	 	KREMEN2	kringle containing transmembrane protein 2	Other	other	 	
-0.168	4.11E-01	Kri1	 	KRI1	KRI1 homolog	Nucleus	other	 	
-0.153	2.82E-01	Krit1	 	KRIT1	KRIT1 ankyrin repeat containing	Plasma Membrane	other	 	
0.350	3.99E-02	Krr1	 	KRR1	KRR1 small subunit processome component homolog	Nucleus	other	 	
-0.199	5.01E-01	Krt10	 	Krt10	keratin 10	Cytoplasm	other	 	
0.444	4.42E-01	Krt14	 	KRT14	keratin 14	Cytoplasm	other	 	
0.124	8.63E-01	Krt15	 	KRT15	keratin 15	Cytoplasm	other	 	
2.607	2.15E-01	Krt19	 	KRT19	keratin 19	Cytoplasm	other	 	
-0.772	1.05E-01	Krt222	 	KRT222	keratin 222	Other	other	 	
0.211	7.77E-01	Krt5	 	KRT5	keratin 5	Cytoplasm	other	 	
0.006	9.72E-01	Krtcap2	 	KRTCAP2	keratinocyte associated protein 2	Plasma Membrane	enzyme	 	
0.024	9.67E-01	Krtcap3	 	KRTCAP3	keratinocyte associated protein 3	Other	other	 	
-0.079	7.93E-01	Ksr1	 	KSR1	kinase suppressor of ras 1	Cytoplasm	kinase	 	
0.068	6.62E-01	Kti12	 	KTI12	KTI12 chromatin associated homolog	Other	other	 	
-0.263	1.68E-01	Ktn1	 	Ktn1	kinectin 1	Cytoplasm	other	 	
0.058	6.74E-01	Kxd1	 	KXD1	KxDL motif containing 1	Cytoplasm	other	 	
-1.048	4.21E-02	L1cam	 	L1CAM	L1 cell adhesion molecule	Plasma Membrane	other	 	
