NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	199	149		
GSE15215_CD2_POS_VS_NEG_PDC_UP	196	104		
GSE15215_CD2_POS_VS_NEG_PDC_DN	200	166		
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	200	116		
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	200	134		
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_UP	200	150		
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN	200	154		
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP	200	123		
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	198	74		
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	200	158		
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_DN	199	126		
GSE15659_TREG_VS_TCONV_UP	193	72		
GSE15659_TREG_VS_TCONV_DN	186	64		
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP	193	86		
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	200	92		
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP	194	106		
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	198	85		
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	196	93		
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	200	98		
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	193	81		
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_DN	198	99		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	195	94		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	198	93		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	196	88		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	199	104		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	196	79		
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	198	109		
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	195	79		
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN	199	111		
GSE15659_RESTING_VS_ACTIVATED_TREG_UP	191	71		
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	198	115		
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_UP	194	73		
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	197	110		
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP	200	68		
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN	199	180		
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP	200	128		
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	200	83		
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP	200	149		
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	200	48		
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	200	170		
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	200	158		
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	200	178		
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	199	158		
GSE15767_MED_VS_SCS_MAC_LN_UP	200	93		
GSE15767_MED_VS_SCS_MAC_LN_DN	199	164		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_UP	200	136		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	199	187		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	200	145		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	199	185		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	200	140		
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	199	186		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	198	118		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	200	189		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	199	133		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	200	181		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	198	123		
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	200	183		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP	200	132		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN	200	178		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	200	144		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	200	172		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	200	133		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	200	176		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	200	145		
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN	199	177		
GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_UP	200	150		
GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_DN	199	92		
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP	200	133		
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_DN	199	111		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP	199	89		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	200	147		
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP	200	171		
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN	200	154		
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	200	176		
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN	200	152		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	200	165		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	200	164		
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_UP	199	150		
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_DN	200	96		
GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP	199	89		
GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_DN	200	160		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP	200	155		
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN	199	106		
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP	200	162		
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN	200	123		
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP	199	158		
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN	200	158		
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP	200	132		
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN	200	174		
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	200	118		
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	198	172		
GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP	195	162		
GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	199	130		
GSE17580_TREG_VS_TEFF_UP	200	151		
GSE17580_TREG_VS_TEFF_DN	200	157		
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	200	161		
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	200	160		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	200	146		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	200	141		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_UP	199	152		
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN	200	156		
GSE17721_CTRL_VS_LPS_0.5H_BMDC_UP	200	126		
GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN	200	117		
GSE17721_CTRL_VS_LPS_1H_BMDC_UP	200	151		
GSE17721_CTRL_VS_LPS_1H_BMDC_DN	199	104		
GSE17721_CTRL_VS_LPS_2H_BMDC_UP	200	163		
GSE17721_CTRL_VS_LPS_2H_BMDC_DN	200	116		
GSE17721_CTRL_VS_LPS_4H_BMDC_UP	200	171		
GSE17721_CTRL_VS_LPS_4H_BMDC_DN	200	104		
GSE17721_CTRL_VS_LPS_6H_BMDC_UP	200	168		
GSE17721_CTRL_VS_LPS_6H_BMDC_DN	199	116		
GSE17721_CTRL_VS_LPS_8H_BMDC_UP	200	161		
GSE17721_CTRL_VS_LPS_8H_BMDC_DN	199	121		
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	199	148		
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	199	133		
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	199	141		
GSE17721_CTRL_VS_LPS_24H_BMDC_DN	200	159		
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP	200	135		
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN	199	107		
GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP	200	145		
GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN	199	103		
GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP	199	137		
GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN	200	119		
GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP	200	166		
GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN	200	118		
GSE17721_CTRL_VS_POLYIC_6H_BMDC_UP	198	161		
GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN	199	127		
GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP	199	166		
GSE17721_CTRL_VS_POLYIC_8H_BMDC_DN	199	119		
GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	200	171		
GSE17721_CTRL_VS_POLYIC_12H_BMDC_DN	200	120		
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	199	148		
GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN	200	130		
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP	200	144		
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN	200	109		
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP	199	164		
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_DN	199	107		
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	199	157		
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_DN	200	98		
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP	200	150		
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	199	114		
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP	200	158		
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_DN	200	134		
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP	200	166		
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN	200	130		
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP	200	159		
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN	199	126		
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP	200	153		
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN	200	135		
GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP	199	151		
GSE17721_CTRL_VS_CPG_0.5H_BMDC_DN	200	106		
GSE17721_CTRL_VS_CPG_1H_BMDC_UP	200	167		
GSE17721_CTRL_VS_CPG_1H_BMDC_DN	200	88		
GSE17721_CTRL_VS_CPG_2H_BMDC_UP	200	156		
GSE17721_CTRL_VS_CPG_2H_BMDC_DN	200	101		
GSE17721_CTRL_VS_CPG_4H_BMDC_UP	200	161		
GSE17721_CTRL_VS_CPG_4H_BMDC_DN	200	125		
GSE17721_CTRL_VS_CPG_6H_BMDC_UP	200	161		
GSE17721_CTRL_VS_CPG_6H_BMDC_DN	200	130		
GSE17721_CTRL_VS_CPG_8H_BMDC_UP	200	156		
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	200	132		
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	200	155		
GSE17721_CTRL_VS_CPG_12H_BMDC_DN	199	128		
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	200	109		
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	199	131		
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	200	162		
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN	199	136		
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	200	130		
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	200	119		
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP	200	134		
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	200	129		
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	200	162		
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	200	105		
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP	200	158		
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN	199	140		
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_UP	200	161		
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	200	142		
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_UP	200	151		
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN	198	129		
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_UP	200	142		
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_DN	199	147		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_UP	200	127		
GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN	199	106		
GSE17721_LPS_VS_POLYIC_1H_BMDC_UP	200	115		
GSE17721_LPS_VS_POLYIC_1H_BMDC_DN	199	138		
GSE17721_LPS_VS_POLYIC_2H_BMDC_UP	200	128		
GSE17721_LPS_VS_POLYIC_2H_BMDC_DN	200	169		
GSE17721_LPS_VS_POLYIC_4H_BMDC_UP	200	131		
GSE17721_LPS_VS_POLYIC_4H_BMDC_DN	199	157		
GSE17721_LPS_VS_POLYIC_6H_BMDC_UP	200	146		
GSE17721_LPS_VS_POLYIC_6H_BMDC_DN	199	161		
GSE17721_LPS_VS_POLYIC_8H_BMDC_UP	200	156		
GSE17721_LPS_VS_POLYIC_8H_BMDC_DN	199	147		
GSE17721_LPS_VS_POLYIC_12H_BMDC_UP	200	164		
GSE17721_LPS_VS_POLYIC_12H_BMDC_DN	200	143		
GSE17721_LPS_VS_POLYIC_16H_BMDC_UP	200	154		
GSE17721_LPS_VS_POLYIC_16H_BMDC_DN	200	143		
GSE17721_LPS_VS_POLYIC_24H_BMDC_UP	199	159		
GSE17721_LPS_VS_POLYIC_24H_BMDC_DN	199	136		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_UP	200	97		
GSE17721_POLYIC_VS_PAM3CSK4_0.5H_BMDC_DN	200	139		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_UP	199	165		
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_DN	200	119		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_UP	200	165		
GSE17721_POLYIC_VS_PAM3CSK4_2H_BMDC_DN	200	108		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP	200	156		
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_DN	200	157		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_UP	200	136		
GSE17721_POLYIC_VS_PAM3CSK4_6H_BMDC_DN	199	165		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_UP	200	147		
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN	200	156		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_UP	200	143		
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDC_DN	200	164		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP	200	154		
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	199	156		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_UP	199	150		
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDC_DN	199	158		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP	200	129		
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_DN	200	127		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_UP	200	131		
GSE17721_PAM3CSK4_VS_CPG_1H_BMDC_DN	199	138		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP	199	104		
GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_DN	200	118		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP	200	151		
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	200	121		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_UP	200	157		
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN	200	135		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_UP	200	139		
GSE17721_PAM3CSK4_VS_CPG_8H_BMDC_DN	200	155		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP	200	154		
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_DN	200	130		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_UP	200	130		
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	199	120		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP	200	123		
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_DN	200	151		
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_UP	199	121		
GSE17721_CPG_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	141		
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP	200	131		
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN	200	175		
GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_UP	200	109		
GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDC_DN	200	162		
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_UP	200	137		
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	200	151		
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_UP	199	120		
GSE17721_CPG_VS_GARDIQUIMOD_6H_BMDC_DN	200	152		
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP	199	147		
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_DN	200	154		
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_UP	200	95		
GSE17721_CPG_VS_GARDIQUIMOD_12H_BMDC_DN	200	135		
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_UP	200	112		
GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN	199	128		
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_UP	200	137		
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_DN	200	133		
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_UP	200	117		
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN	199	101		
GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_UP	200	146		
GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_DN	199	126		
GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP	200	138		
GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_DN	200	108		
GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_UP	199	139		
GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN	199	163		
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP	199	146		
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_DN	199	160		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP	200	145		
GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_DN	199	152		
GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_UP	200	148		
GSE17721_LPS_VS_PAM3CSK4_12H_BMDC_DN	199	156		
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP	200	150		
GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_DN	200	150		
GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_UP	200	156		
GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_DN	200	138		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_UP	199	99		
GSE17721_POLYIC_VS_CPG_0.5H_BMDC_DN	200	149		
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	200	161		
GSE17721_POLYIC_VS_CPG_1H_BMDC_DN	200	133		
GSE17721_POLYIC_VS_CPG_2H_BMDC_UP	200	166		
GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	200	122		
GSE17721_POLYIC_VS_CPG_4H_BMDC_UP	200	154		
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	200	133		
GSE17721_POLYIC_VS_CPG_6H_BMDC_UP	200	164		
GSE17721_POLYIC_VS_CPG_6H_BMDC_DN	200	141		
GSE17721_POLYIC_VS_CPG_8H_BMDC_UP	199	138		
GSE17721_POLYIC_VS_CPG_8H_BMDC_DN	199	162		
GSE17721_POLYIC_VS_CPG_12H_BMDC_UP	200	136		
GSE17721_POLYIC_VS_CPG_12H_BMDC_DN	200	138		
GSE17721_POLYIC_VS_CPG_16H_BMDC_UP	200	134		
GSE17721_POLYIC_VS_CPG_16H_BMDC_DN	200	145		
GSE17721_POLYIC_VS_CPG_24H_BMDC_UP	198	138		
GSE17721_POLYIC_VS_CPG_24H_BMDC_DN	200	146		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP	200	103		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_DN	200	141		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_UP	200	107		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDC_DN	200	155		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP	200	93		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_DN	200	158		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP	200	127		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_DN	200	137		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_UP	200	157		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_6H_BMDC_DN	200	141		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_UP	199	150		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDC_DN	200	155		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP	200	148		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_DN	200	139		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP	200	119		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_DN	200	146		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP	200	133		
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN	200	152		
GSE17721_LPS_VS_CPG_0.5H_BMDC_UP	198	140		
GSE17721_LPS_VS_CPG_0.5H_BMDC_DN	200	111		
GSE17721_LPS_VS_CPG_1H_BMDC_UP	200	160		
GSE17721_LPS_VS_CPG_1H_BMDC_DN	200	145		
GSE17721_LPS_VS_CPG_2H_BMDC_UP	200	140		
GSE17721_LPS_VS_CPG_2H_BMDC_DN	200	121		
GSE17721_LPS_VS_CPG_4H_BMDC_UP	200	137		
GSE17721_LPS_VS_CPG_4H_BMDC_DN	198	155		
GSE17721_LPS_VS_CPG_6H_BMDC_UP	200	137		
GSE17721_LPS_VS_CPG_6H_BMDC_DN	200	137		
GSE17721_LPS_VS_CPG_8H_BMDC_UP	200	132		
GSE17721_LPS_VS_CPG_8H_BMDC_DN	200	148		
GSE17721_LPS_VS_CPG_12H_BMDC_UP	199	141		
GSE17721_LPS_VS_CPG_12H_BMDC_DN	200	124		
GSE17721_LPS_VS_CPG_16H_BMDC_UP	200	133		
GSE17721_LPS_VS_CPG_16H_BMDC_DN	200	129		
GSE17721_LPS_VS_CPG_24H_BMDC_UP	199	121		
GSE17721_LPS_VS_CPG_24H_BMDC_DN	200	133		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_UP	200	100		
GSE17721_POLYIC_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	158		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP	200	132		
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN	199	149		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_UP	200	146		
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDC_DN	200	138		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_UP	200	151		
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN	200	151		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_UP	200	138		
GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDC_DN	199	164		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP	200	134		
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN	200	156		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_UP	200	130		
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDC_DN	200	157		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_UP	200	145		
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDC_DN	200	163		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_UP	200	142		
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_DN	199	160		
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_UP	199	135		
GSE17721_LPS_VS_GARDIQUIMOD_0.5H_BMDC_DN	200	134		
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_UP	200	95		
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN	200	163		
