NAME	TITLE	SCORE	
CLEC16A		-0.7153396	
HSBP1		-0.7154534	
UPF3A		-0.715568	
IDH1		-0.71569514	
RHOA		-0.7166741	
GRCC10		-0.7167457	
EMC3		-0.71685237	
RNPC3		-0.7171469	
GHITM		-0.71773446	
TBC1D10B		-0.7177648	
STXBP2		-0.71807796	
ADRBK1		-0.71863204	
ABCC10		-0.72047687	
RBM41		-0.7208061	
PRDM2		-0.72087336	
SPCS1		-0.7224401	
SETDB2		-0.72258747	
PAG1		-0.7227782	
CIPC		-0.72291964	
FAM212B		-0.7235897	
SLC38A10		-0.7236377	
MDM1		-0.7237778	
LY6C1		-0.7239377	
GM4285		-0.725324	
DRAM2		-0.7254728	
GON4L		-0.72758865	
GYS1		-0.7276817	
1700001G11RIK		-0.728658	
TLN1		-0.72908884	
VMP1		-0.7292923	
ZFYVE26		-0.7303417	
ZFP276		-0.7305532	
NFATC1		-0.73116416	
PROZ		-0.7317923	
NUP210L		-0.73270506	
ULK2		-0.7336376	
NCAPH2		-0.73382175	
GM4759		-0.7348362	
MGAT1		-0.73498553	
PPM1H		-0.73524284	
MYO1H		-0.7353025	
MED10		-0.7353121	
RWDD2A		-0.7353182	
CSRNP1		-0.73541516	
RTKN2		-0.7358254	
SLAMF1		-0.73582554	
ZBTB9		-0.73586416	
ADCY3		-0.7360352	
ASL		-0.73625565	
RHEBL1		-0.73749465	
IL4		-0.7383607	
ZFP746		-0.73891276	
0610040B10RIK		-0.7392178	
ZFP426		-0.73958254	
LMF1		-0.7397314	
BRAT1		-0.7398252	
MXD3		-0.740209	
STK11IP		-0.7405189	
RASGRP2		-0.74068433	
AMFR		-0.74117684	
TNRC6C		-0.741711	
SMIM3		-0.7426502	
NMI		-0.7447153	
FBXW17		-0.7448242	
TBK1		-0.74491304	
CNTLN		-0.74511415	
PKD2L2		-0.7457285	
KDELC2		-0.74591213	
H2-K1		-0.74597454	
FAM204A		-0.74698657	
THAP3		-0.74699557	
HIST1H2AC		-0.7475083	
NR1H2		-0.74840117	
TMEM184B		-0.74970216	
PARP10		-0.74992794	
TWF1		-0.7500826	
HECTD3		-0.7514663	
SLC27A1		-0.751735	
MRGPRE		-0.7519066	
HIST2H3B		-0.7522864	
4930579G18RIK		-0.7529621	
KMT2E		-0.75298226	
PNRC1		-0.7536782	
DUSP1		-0.7552177	
TAF9B		-0.7553927	
HHAT		-0.7557587	
C1QC		-0.75739586	
MACROD1		-0.7575103	
CML1		-0.757646	
NUMB		-0.7588955	
KLC4		-0.75993454	
DAPP1		-0.7605006	
LCORL		-0.76068985	
ING1		-0.76225954	
SESN1		-0.76250434	
4930523C07RIK		-0.76290154	
MID1IP1		-0.7636829	
NINJ2		-0.7638755	
IFI35		-0.7647685	
NMRK1		-0.7648091	
NTAN1		-0.7648418	
SMCHD1		-0.76499504	
CHURC1		-0.76532316	
SASS6		-0.7662062	
ACOX1		-0.76668423	
LYRM2		-0.7671069	
TLR6		-0.7671622	
RMND5B		-0.7671687	
ZFP946		-0.7676604	
RAB43		-0.7677028	
AP1M2		-0.7677891	
COX7A2L		-0.7679412	
PLEKHG5		-0.76820594	
RPS15A-PS4		-0.76874673	
SSH1		-0.76893425	
ERLEC1		-0.76949614	
DCTN1		-0.7698905	
BRAP		-0.77139324	
TMEM241		-0.77219546	
NT5DC3		-0.7724617	
VAV1		-0.7724952	
RAB11FIP2		-0.77277964	
METTL23		-0.77294475	
ATP6V0A2		-0.77333117	
LRIF1		-0.7742648	
ROM1		-0.77451515	
FAM110A		-0.7754857	
HIST1H3E		-0.77580917	
ZFP758		-0.77591306	
TCTEX1D2		-0.7764986	
ZKSCAN6		-0.7767005	
CALM2		-0.7767234	
PHF3		-0.77697057	
EAPP		-0.7788663	
RNF38		-0.7798399	
GPR18		-0.78052956	
ERI2		-0.7812047	
CBLB		-0.782196	
HIST1H4H		-0.78397614	
PEF1		-0.7845463	
PLCL1		-0.7845843	
CD9		-0.7851165	
INPP4B		-0.7856827	
GM1966		-0.78612226	
MPST		-0.7863727	
HMGN3		-0.78701824	
BBS10		-0.78760403	
IFT80		-0.7877735	
HCLS1		-0.7879078	
ANO8		-0.79004467	
PCED1A		-0.79107964	
SAT1		-0.7921254	
FUZ		-0.7924926	
PRR14		-0.79250616	
CRBN		-0.7926199	
DECR1		-0.79269105	
ADCY7		-0.79376096	
HSPA2		-0.7945797	
TLE4		-0.79475105	
0610009L18RIK		-0.79481834	
ATE1		-0.79582125	
TMEM64		-0.7958958	
ZFP14		-0.79592043	
LDLR		-0.7963892	
BBS9		-0.79719776	
ZFP667		-0.7989892	
CAND2		-0.7998887	
HSDL2		-0.799986	
ZFP180		-0.8003683	
ATG10		-0.80057126	
SSC4D		-0.80140394	
APPL2		-0.8021414	
ITK		-0.8023335	
GOLGA5		-0.80316913	
MAP3K2		-0.80390024	
STK26		-0.80471605	
INAFM2		-0.8065561	
NDOR1		-0.8070404	
5930430L01RIK		-0.80878454	
PSKH1		-0.8089003	
ATG4B		-0.8092015	
TMOD3		-0.8096893	
GM3258		-0.80997586	
5830454E08RIK		-0.8104897	
BIN3		-0.8105481	
TMEM128		-0.8109113	
PELI1		-0.8114405	
WBP1		-0.81208706	
DDB2		-0.8124699	
TPGS1		-0.8125118	
IPCEF1		-0.8128962	
CEP95		-0.8134392	
TM7SF2		-0.8137391	
GRB2		-0.81436557	
JMY		-0.8145072	
JRKL		-0.814954	
ACVR2A		-0.8163963	
HDAC8		-0.8177526	
NQO1		-0.817944	
A930005H10RIK		-0.8185955	
ZFP51		-0.8186865	
AKAP8L		-0.8206706	
RANBP10		-0.82119995	
CTNS		-0.82221127	
FRG1		-0.82226056	
HACE1		-0.82299745	
ZADH2		-0.8230415	
ADCK4		-0.8230459	
AA388235		-0.8231	
LACTB		-0.8233591	
GIPC1		-0.82377315	
FBXO38		-0.82382965	
TMEM19		-0.8240056	
DHX32		-0.82412565	
ASAP2		-0.82459366	
ZFP799		-0.82534593	
RAB35		-0.82548416	
KAT2B		-0.82550186	
HERC2		-0.82749254	
ZFP58		-0.8279129	
CLINT1		-0.8283933	
USP11		-0.8287629	
RPH3AL		-0.8292512	
PXYLP1		-0.8292823	
AI837181		-0.8301598	
KAT6B		-0.83075964	
MSRB1		-0.8310242	
MAT2B		-0.8315067	
LSM1		-0.83151555	
FAM49B		-0.8323326	
EHHADH		-0.83307004	
FAM73A		-0.8330957	
GPANK1		-0.8331303	
AW011738		-0.8333026	
RBM48		-0.8337501	
SLC39A6		-0.8341042	
ATL3		-0.8342014	
ZFP251		-0.8350227	
ELOVL5		-0.83556145	
PCCA		-0.83616537	
GABARAPL2		-0.8362122	
ZDHHC1		-0.83688605	
F8A		-0.8372261	
SNAP47		-0.83727044	
CCR4		-0.8373703	
ERCC5		-0.83738893	
EIF4EBP2		-0.8376798	
PRSS2		-0.83802724	
OSGIN1		-0.8382972	
TNIK		-0.83925337	
ZFP408		-0.8399437	
CAR5B		-0.8408407	
RECQL5		-0.84091705	
CLCN4-2		-0.84142834	
FAHD2A		-0.8415541	
GIN1		-0.84189683	
AIP		-0.8426184	
SLC1A5		-0.8445555	
NUB1		-0.84512043	
HYI		-0.8456802	
FAM89B		-0.8470644	
ANXA3		-0.84763634	
PIWIL2		-0.84813803	
ZFP292		-0.848861	
TSTD1		-0.849326	
MKL1		-0.849877	
MFAP3		-0.85020053	
ARHGAP27OS3		-0.85105306	
SERP2		-0.8512541	
ARRDC2		-0.8512777	
HAUS8		-0.85148937	
LMTK2		-0.85310996	
FAM213B		-0.8540877	
VDR		-0.8551071	
CRTC3		-0.8553981	
PHF7		-0.85556424	
PPM1M		-0.85598546	
SAG		-0.856118	
FOPNL		-0.85637295	
GPC2		-0.857736	
POLG		-0.8582966	
BSDC1		-0.8583134	
ENPP4		-0.8585095	
ESYT2		-0.85871786	
CD4		-0.8603074	
ZFP949		-0.8603507	
GMIP		-0.8604613	
SLC37A3		-0.8607326	
JUNB		-0.8619195	
MLLT4		-0.8621857	
GM15417		-0.86249024	
DDX43		-0.8642751	
GANC		-0.8645846	
CHD2		-0.86484724	
MR1		-0.86533904	
ZFYVE27		-0.8655382	
NEIL3		-0.8656179	
DEXI		-0.86775136	
CAMTA2		-0.86804616	
ANKRD13D		-0.8691954	
RASGRP4		-0.8695572	
DNASE1L3		-0.8710524	
ATAD2B		-0.8712389	
GM4814		-0.8726574	
MYNN		-0.8735908	
PDIK1L		-0.8738058	
LDLRAP1		-0.8759051	
NDUFAF3		-0.87757874	
STX8		-0.87760746	
MTMR12		-0.8780514	
KCNN4		-0.87916654	
CSF1R		-0.8792795	
ZFP943		-0.87988514	
ECI2		-0.8806576	
IL6ST		-0.8809402	
XRN1		-0.88225937	
GGH		-0.8823684	
ELMO1		-0.8827122	
CAB39L		-0.88301384	
TASP1		-0.8846783	
CYB561A3		-0.88589364	
SCAMP4		-0.8882803	
BTBD7		-0.8887179	
LYPLA2		-0.8888447	
EPS15L1		-0.8902572	
MIER2		-0.8919193	
TSC22D3		-0.89202446	
B4GALT7		-0.8923044	
UGGT1		-0.89319193	
SCAI		-0.8934754	
NME4		-0.89529425	
FAM196B		-0.8958239	
ACYP1		-0.8963045	
9330133O14RIK		-0.8971483	
TMSB4X		-0.89727217	
PTTG1		-0.90292114	
PACSIN1		-0.9042535	
SLC8B1		-0.9060853	
INSR		-0.90640897	
HIP1R		-0.9084158	
SNN		-0.90870297	
ZFP597		-0.9092121	
SCAPER		-0.9093615	
RUFY1		-0.9094436	
ETNK1		-0.91004795	
KATNB1		-0.9109021	
WASF2		-0.91127855	
TMEM60		-0.9120832	
FAH		-0.912955	
PPP3CC		-0.91382027	
ARSG		-0.91393894	
SHE		-0.9154082	
TBC1D23		-0.9163641	
ZFP429		-0.9171203	
GSE1		-0.9172618	
TRADD		-0.91756964	
SCYL2		-0.91889167	
1700019L03RIK		-0.91895443	
A230050P20RIK		-0.9195451	
PALM3		-0.9204777	
PIAS1		-0.9214271	
ZMAT1		-0.92161065	
DOS		-0.92246085	
1810044D09RIK		-0.9232789	
IRF2BP2		-0.9234426	
DENND6A		-0.9238824	
DNAJC7		-0.9267192	
GINM1		-0.9267821	
MON1A		-0.9268668	
GLTSCR1		-0.926926	
AI847159		-0.92729443	
ZZEF1		-0.9273318	
HK1		-0.92826915	
CD3G		-0.9289951	
EPHX4		-0.9292174	
MXD4		-0.9306527	
DTX2		-0.93168765	
MAST1		-0.9330521	
ASAH1		-0.93349695	
OAZ2		-0.9340619	
SMIM15		-0.93408483	
CD200R1		-0.9344892	
ITPRIP		-0.9348057	
MIF4GD		-0.93495387	
MAPK7		-0.934975	
PLCB2		-0.93527925	
TBCEL		-0.93619657	
ITCH		-0.9364159	
OSTF1		-0.9367304	
CHD9		-0.9368568	
ZFP46		-0.9378657	
ZFP707		-0.9383087	
MEF2D		-0.939102	
KRIT1		-0.939126	
C1GALT1		-0.9398611	
LOH12CR1		-0.9406902	
FBXO44		-0.94078195	
FAM193A		-0.9411205	
NDUFV3		-0.94113976	
IQGAP1		-0.94154483	
RNGTT		-0.9427537	
DENND2C		-0.94317704	
ERO1LB		-0.94346225	
NDE1		-0.9438822	
TAZ		-0.94415045	
LRRC56		-0.94516313	
WDR26		-0.9452769	
GATAD2A		-0.9456527	
ZGPAT		-0.9459371	
FOXP3		-0.9473974	
6330403K07RIK		-0.9474153	
2610524H06RIK		-0.94753766	
SLC9A8		-0.9484387	
MTMR3		-0.9485411	
ORAOV1		-0.9497679	
HIST1H2BE		-0.95025456	
PLA2G16		-0.9512249	
MOB1A		-0.9525743	
ATP6V1G3		-0.9529469	
KIFC2		-0.95312274	
DPP7		-0.9532399	
PI4KB		-0.95344484	
ITFG1		-0.9534561	
44626		-0.95435923	
SLC36A4		-0.9546636	
HIST1H2BG		-0.9552886	
HIST1H3I		-0.9555312	
PIK3CB		-0.9558407	
P2RY12		-0.9563255	
ITPR1		-0.9564636	
NFRKB		-0.9567661	
PAPSS1		-0.9568641	
CLK3		-0.9570189	
CASP7		-0.9575551	
2200002D01RIK		-0.9589659	
IBTK		-0.9590392	
TMEM203		-0.9596309	
D330023K18RIK		-0.95965976	
GAK		-0.95984316	
FEZ2		-0.9608257	
TMF1		-0.96291906	
PDE4DIP		-0.9631098	
CLIC1		-0.96347946	
ZFP810		-0.9669068	
MKNK2		-0.9672716	
D2HGDH		-0.9673759	
VPS13D		-0.9676571	
IZUMO4		-0.9678549	
UCK1		-0.9686021	
PHYHD1		-0.968697	
ACPP		-0.9710655	
RBAK		-0.9716269	
YY2		-0.9719871	
VPS9D1		-0.97203475	
MSRB2		-0.97263724	
ZFP512		-0.9728675	
MYO1F		-0.97309184	
PEX5		-0.9733249	
LIPE		-0.9743805	
SLC25A14		-0.9750715	
4930581F22RIK		-0.9753331	
TPCN2		-0.9756614	
ZFP212		-0.9768768	
MIEN1		-0.9769132	
ACOT8		-0.9772012	
SCCPDH		-0.97788805	
LSR		-0.97847146	
SLC9A1		-0.978923	
SLC25A29		-0.9790124	
GOLM1		-0.98027873	
SPAG1		-0.9810376	
OXR1		-0.981087	
SGPP2		-0.9834847	
KPTN		-0.98362654	
CDIPT		-0.9840807	
MS4A4D		-0.9855558	
ERBB3		-0.98580533	
GM6548		-0.98580784	
ZFP518A		-0.9862841	
AIM1		-0.98629725	
1110051M20RIK		-0.9867373	
UVRAG		-0.9873388	
ANAPC11		-0.9875875	
H2-DMB1		-0.9876476	
IQGAP2		-0.9879787	
ARL2BP		-0.98884714	
ARL6IP1		-0.99089736	
CD2BP2		-0.9920409	
RGS12		-0.9922431	
EHMT2		-0.9926039	
GCC1		-0.9940457	
NGLY1		-0.99494064	
ARID3A		-0.9956622	
GM19897		-0.9968323	
EIF2S3Y		-0.9994268	
ZFP874A		-0.9998702	
ZFP580		-1.0005273	
VPS13B		-1.0018171	
HK1OS		-1.0023865	
BTF3L4		-1.003649	
PCDHGC4		-1.0036631	
ARHGAP18		-1.0036951	
RNF2		-1.0046288	
PPIB		-1.0055898	
OFD1		-1.005798	
KDM6A		-1.0060939	
PDE3B		-1.0068836	
VPS45		-1.0070909	
ZFP954		-1.007305	
SRGAP2		-1.0073875	
DGAT1		-1.0080204	
LRRC27		-1.0081869	
N4BP2		-1.0084119	
LRBA		-1.0084332	
TBC1D2B		-1.0091608	
PYCARD		-1.0102698	
TMX3		-1.0105729	
ADAM19		-1.0117589	
ZFP217		-1.0120476	
DEPDC5		-1.0126823	
FBXW8		-1.0128537	
RAPGEF2		-1.0132487	
SIN3B		-1.0135258	
CALM3		-1.0138546	
TAB2		-1.0150601	
FAM172A		-1.0152116	
TPD52		-1.0154326	
REEP4		-1.0166442	
ABHD14B		-1.0169965	
KREMEN2		-1.0176781	
CEP63		-1.0182383	
SETD2		-1.0192077	
ATXN7L3		-1.0192634	
PCNXL3		-1.0192947	
TMEM9		-1.0196087	
TAF8		-1.0202566	
CERK		-1.0206888	
ANKS3		-1.0213012	
EID2B		-1.0213417	
PTGR1		-1.0217171	
MCRS1		-1.0222019	
TRAM1		-1.0234586	
SLC29A4		-1.0246986	
GM38426		-1.0260916	
NSMAF		-1.0262883	
WDFY1		-1.0266949	
BC004004		-1.0269729	
BCL7A		-1.0269877	
HIST1H2AK		-1.0273365	
TOM1L2		-1.0280689	
RPGRIP1		-1.0284303	
KIF3C		-1.029616	
STRIP1		-1.0307876	
THUMPD2		-1.0309782	
ORMDL3		-1.0311745	
GALNS		-1.0313286	
KCTD21		-1.0316588	
PNRC2		-1.031663	
DSTN		-1.0328515	
PRKD3		-1.0329912	
CHD7		-1.0361218	
SYVN1		-1.0367506	
B4GALT1		-1.0373306	
BTG2		-1.0376183	
LGALS1		-1.0387541	
FBXO6		-1.0396131	
TMEM131		-1.0404253	
IGFBP4		-1.0414355	
ARMCX5		-1.0420363	
GALT		-1.0429599	
NOSIP		-1.0432652	
TMEM194		-1.0434732	
RASSF1		-1.0442092	
MLLT11		-1.0449023	
ATP6V1G1		-1.04594	
FBXL12		-1.0462908	
TMBIM6		-1.0463536	
DAAM1		-1.0469991	
OTUD7B		-1.0472707	
FDFT1		-1.0474617	
SECISBP2L		-1.0477613	
PPP1R15A		-1.0484067	
TMEM87B		-1.048472	
HGSNAT		-1.0491383	
ZFP329		-1.0518657	
CCDC23		-1.052091	
HMG20B		-1.0525728	
DCAF15		-1.0529786	
MBOAT4		-1.0534137	
ABHD4		-1.0542234	
TAGLN		-1.0553458	
ZFP141		-1.0554578	
DGCR14		-1.0556641	
ZFP619		-1.0558705	
TOPORSOS		-1.0559616	
OCEL1		-1.0562583	
PRKRA		-1.0565996	
SHC1		-1.0575604	
GGNBP2		-1.0587827	
VPS37B		-1.0608692	
ATP6V0D1		-1.0611401	
ST6GALNAC3		-1.0615702	
SPATA2L		-1.0623143	
TGFBR1		-1.0623751	
LFNG		-1.0625503	
ARHGAP29		-1.0630815	
MYO5A		-1.0633878	
SMIM13		-1.0635704	
ACTN1		-1.0645071	
PRKCH		-1.0647869	
UBE4A		-1.0651194	
2810013P06RIK		-1.0651392	
1110007C09RIK		-1.0670016	
CTNNA1		-1.0694835	
LCN4		-1.0699229	
POPDC2		-1.0700837	
TULP3		-1.0704392	
CSGALNACT2		-1.0707853	
H2AFX		-1.0712734	
MMS19		-1.0713229	
NR2C2		-1.0725157	
FBXL3		-1.0726024	
PRKAG1		-1.0726805	
HIAT1		-1.0733006	
SH3GL1		-1.0733743	
ANKRD11		-1.0741248	
OAS1C		-1.0762618	
UTY		-1.0763019	
RNF6		-1.0776645	
TRPM6		-1.0778987	
CCDC71		-1.0786628	
SERHL		-1.0788499	
SUMF1		-1.0789008	
MAP3K12		-1.0798433	
UBB		-1.0809915	
MIR8112		-1.0817106	
GOLPH3L		-1.0823168	
PPM1K		-1.0825992	
E130307A14RIK		-1.0829364	
SAMD10		-1.0831119	
KCNA3		-1.0831355	
TCAIM		-1.0836782	
CNNM2		-1.0842012	
MBTPS1		-1.0850874	
C920009B18RIK		-1.0858713	
POLR3C		-1.0863491	
ATG13		-1.0867246	
MYO1C		-1.0884165	
PIGX		-1.0891278	
FERMT3		-1.090011	
GTF2IRD2		-1.0900518	
RBM22		-1.0901058	
KLF10		-1.0908011	
ZEB1		-1.0908524	
NQO2		-1.0928854	
CCSER2		-1.0933757	
TRIM62		-1.0935873	
ATP1B3		-1.0945367	
GCNT1		-1.0951195	
NAPG		-1.0954779	
IFT46		-1.0958345	
PHF20L1		-1.095907	
DGKQ		-1.0972967	
IFT140		-1.0981592	
TIPARP		-1.0988209	
C8G		-1.0994463	
NECAP2		-1.0994939	
CEP135		-1.0995083	
ZFP790		-1.0999458	
FAM69A		-1.1001996	
PDCD6IP		-1.1002886	
IGFLR1		-1.101239	
3010026O09RIK		-1.101902	
RECQL		-1.1023315	
1810043G02RIK		-1.1043925	
CWC25		-1.1047312	
RUNDC3A		-1.1053505	
GIMAP1		-1.105904	
LY75		-1.1062106	
TRP53INP2		-1.1065199	
HIST1H1C		-1.106773	
NUMA1		-1.1068965	
PRKAB1		-1.1082524	
VPS26A		-1.109122	
MBNL2		-1.1091756	
SNAI3		-1.1106873	
ENDOV		-1.1111462	
VAMP4		-1.1112556	
LMF2		-1.1112846	
ARFGEF2		-1.1130978	
A630033H20RIK		-1.1131285	
MPPE1		-1.113708	
TERF1		-1.1140071	
EDEM1		-1.1142203	
CSNK1G2		-1.1146749	
CIC		-1.1155491	
BCKDHA		-1.1170025	
ADGRG5		-1.1171701	
TOLLIP		-1.1172255	
HSPBAP1		-1.1174752	
PLCG1		-1.1184205	
BRD9		-1.1184796	
TNFSF14		-1.119562	
FAM118A		-1.1199024	
CCR2		-1.1208135	
TRAPPC10		-1.120886	
PLEKHF1		-1.1227093	
CSTB		-1.1232444	
SLC35E4		-1.1235034	
PIGH		-1.1242825	
1810041H14RIK		-1.1243392	
ARHGEF12		-1.1247914	
GPRASP1		-1.1250095	
GM5617		-1.1258049	
SNX4		-1.1258873	
SMO		-1.1261944	
FAM45A		-1.1265335	
ZFP182		-1.1265707	
PRIMPOL		-1.1274086	
R3HCC1L		-1.1274526	
TNK2		-1.1275598	
CENPA		-1.128704	
LEPROTL1		-1.1291395	
LAG3		-1.1293414	
ATP10A		-1.1304737	
STX16		-1.1305577	
NKD2		-1.1306571	
4931414P19RIK		-1.1309395	
RAMP1		-1.1310065	
SOCS1		-1.1314508	
CNST		-1.132737	
PITPNM2		-1.132817	
GNB5		-1.1340939	
RLTPR		-1.1343673	
TRIP11		-1.1345537	
KCTD17		-1.1351736	
IRF2		-1.1352642	
0610039H22RIK		-1.1354264	
TNKS1BP1		-1.1369476	
UGCG		-1.1375135	
CRLF3		-1.1378582	
TPM1		-1.1379275	
BBX		-1.1385366	
AI846148		-1.1395785	
DKKL1		-1.1410722	
SH2B1		-1.1430418	
CHP1		-1.1431047	
RPS6KA4		-1.1454574	
IL21R		-1.1467133	
PLEKHM3		-1.1481447	
4930503L19RIK		-1.1491408	
ZFP646		-1.1493316	
APAF1		-1.1496452	
PDS5B		-1.1503583	
DPM3		-1.150953	
SLC35F6		-1.1524242	
SERINC3		-1.1525043	
ANAPC13		-1.1525284	
KRBA1		-1.1539475	
FN3KRP		-1.1546054	
WDR11		-1.1557322	
GSTT3		-1.1562079	
CAMKK2		-1.1599051	
SYTL3		-1.1609044	
EXOC6		-1.1615173	
RCBTB1		-1.1622851	
CARD6		-1.1638873	
TCTA		-1.1653241	
AP3M2		-1.165704	
CSNK1E		-1.166874	
IL3RA		-1.1669843	
CYLD		-1.1688589	
ZKSCAN17		-1.1723604	
CCDC30		-1.1757412	
H2-T10		-1.1770853	
TPM3		-1.1772714	
RAD51C		-1.1777933	
2610507I01RIK		-1.1783075	
STK25		-1.1795143	
MTERF2		-1.1805338	
FAM195B		-1.181749	
HPS5		-1.1818253	
MAN2A2		-1.1851579	
TBC1D8B		-1.1863757	
PHTF1		-1.186772	
TRPV6		-1.1870241	
GNAI2		-1.1877391	
PPP6R2		-1.1882162	
ART2B		-1.1924987	
METTL20		-1.1927689	
TMEM86B		-1.1928871	
BTG1		-1.1930827	
CCPG1OS		-1.1942369	
ANKRD12		-1.1946591	
DDX24		-1.1955596	
DIS3L2		-1.1965902	
BRK1		-1.1974622	
ITPK1		-1.198974	
CFAP74		-1.1990886	
LENG8		-1.1998875	
NFATC2		-1.2003901	
NAPRT		-1.2008976	
PAIP2		-1.2047653	
LRPAP1		-1.2054657	
RAB3D		-1.2058219	
FCGR3		-1.2066705	
RAB8A		-1.2071657	
RHBDL1		-1.2074349	
RSPH1		-1.207505	
DLGAP4		-1.2082587	
CTSL		-1.208428	
PET100		-1.2109535	
ZSCAN29		-1.2110945	
PXK		-1.2126049	
LCK		-1.2135862	
MST1		-1.2141696	
OAF		-1.2147331	
INPP1		-1.2149268	
CCDC53		-1.2155516	
GAB2		-1.2156172	
BACH2		-1.2157619	
CTLA2B		-1.2173533	
PGAP2		-1.2174289	
H2-DMB2		-1.2176576	
HIST1H2BC		-1.2180293	
RNF103		-1.2184782	
PLEKHB2		-1.219431	
NLRP1B		-1.2195493	
PTPRE		-1.2204942	
PLEKHA2		-1.2212214	
TAF1B		-1.2219517	
ACYP2		-1.2224525	
6530402F18RIK		-1.2225511	
TBC1D10A		-1.2235335	
UEVLD		-1.2244961	
RNF31		-1.2248547	
VPS16		-1.225602	
SCAMP3		-1.2256823	
MYO9B		-1.2258217	
CLCN6		-1.2272174	
PDPR		-1.2274927	
JPX		-1.2278954	
ATP9A		-1.229003	
1810062G17RIK		-1.2293257	
LGALSL		-1.229692	
ABCA3		-1.2302827	
CMAS		-1.2315305	
TRAPPC11		-1.2315305	
NANOS1		-1.2315909	
FAM214B		-1.2318466	
PTCD1		-1.2326123	
PLEKHM1		-1.2334507	
PSRC1		-1.2342886	
RNASET2B		-1.2358251	
TBX6		-1.2361249	
RTFDC1		-1.2364156	
ARRDC1		-1.2364501	
EPSTI1		-1.2369628	
EVL		-1.237481	
FAM13B		-1.2380184	
4930481A15RIK		-1.2383996	
FUCA1		-1.2387428	
DCUN1D3		-1.2389652	
ARL15		-1.2420807	
PLEKHG3		-1.2425117	
TTLL12		-1.2440912	
HERC3		-1.2444983	
STK24		-1.2464317	
RAB32		-1.2494932	
SPATA13		-1.2503146	
TNRC18		-1.2515197	
UBE3B		-1.2541499	
BECN1		-1.2545688	
CRYL1		-1.2550603	
NT5DC1		-1.2555927	
ITGB3BP		-1.2561966	
GLRX		-1.256433	
CPEB2		-1.2569295	
GRAP2		-1.2574216	
KCNB1		-1.2575767	
ANGPTL2		-1.2583258	
SCN11A		-1.258682	
DNAJB13		-1.260367	
ZBTB20		-1.2612586	
9130221H12RIK		-1.262816	
BACH1		-1.2629644	
C2CD5		-1.2634743	
H2-D1		-1.2636442	
MPHOSPH9		-1.2652903	
CCDC186		-1.2655587	
BPHL		-1.266813	
RENBP		-1.2682709	
HIST3H2A		-1.2712966	
KDM2A		-1.2713631	
WHSC1L1		-1.271393	
ZHX3		-1.2720159	
GLIPR1		-1.272296	
SMIM14		-1.2741748	
ARID1B		-1.2742052	
EP400		-1.2745931	
FAM21		-1.275526	
4933439C10RIK		-1.2764211	
LY96		-1.2768023	
PAN2		-1.2768126	
TAPBP		-1.2785625	
ZDHHC24		-1.2792186	
KTN1		-1.2798404	
C920006O11RIK		-1.2835693	
BTBD11		-1.2837168	
KIF14		-1.2848903	
CLN5		-1.285168	
ITGA6		-1.2851909	
DNMBP		-1.286583	
AEBP2		-1.2869233	
IP6K1		-1.2873548	
ACSL3		-1.2879472	
SUV420H1		-1.2896751	
ZFP287		-1.2897139	
COMMD8		-1.2910709	
MAPRE3		-1.2914854	
SERTAD1		-1.2926599	
C1QTNF4		-1.2939646	
DCAF6		-1.2947115	
TAP2		-1.2963108	
CCDC69		-1.2974005	
RABEP2		-1.2981918	
CDKL2		-1.2989815	
EXOC2		-1.3021078	
1500004A13RIK		-1.3041745	
NDRG1		-1.3053409	
NCKAP1L		-1.3068562	
VPS18		-1.3073146	
MROH1		-1.3082112	
SHKBP1		-1.3086683	
ENTHD2		-1.3091872	
EXT2		-1.3105476	
IKBKG		-1.3105688	
GM12942		-1.3112942	
XPA		-1.3114355	
ANXA11		-1.3118572	
CAR13		-1.3154458	
AGTPBP1		-1.3155162	
RNF122		-1.3166014	
FBXO30		-1.3167183	
THNSL1		-1.3169316	
SIKE1		-1.3176385	
SIDT1		-1.318903	
CEPT1		-1.3193061	
SIDT2		-1.319553	
HACL1		-1.32066	
8430419L09RIK		-1.3210382	
PPCDC		-1.3218961	
MSN		-1.3229252	
DYRK1B		-1.3234115	
BC025920		-1.3234595	
GTPBP2		-1.3238802	
VHL		-1.3239014	
PLCXD2		-1.3247285	
VAMP2		-1.3252189	
INPP5F		-1.3254113	
TBPL1		-1.3259946	
GLCCI1		-1.3266267	
FRMD4B		-1.3271347	
ZSWIM4		-1.3285087	
VILL		-1.3299866	
CTNNBIP1		-1.3302506	
TTC5		-1.3303276	
SMPD5		-1.3304839	
CEP164		-1.3305804	
ETV6		-1.3307774	
BC017158		-1.3314893	
ACOT2		-1.3336425	
PRAMEF8		-1.3358213	
SLC25A23		-1.3361154	
RAB6B		-1.33667	
IFT43		-1.3369753	
RUFY2		-1.3373301	
GM6904		-1.3374556	
CNIH4		-1.3375168	
MAN2B1		-1.3376926	
HSD17B4		-1.3385493	
KIDINS220		-1.3389155	
SLC25A35		-1.3392906	
ABI1		-1.3403251	
CALCOCO1		-1.3410577	
ARL4C		-1.3413798	
ACBD5		-1.3434948	
TRPV2		-1.3440174	
ACAP1		-1.3441947	
PLXDC1		-1.3444072	
SKI		-1.3445309	
ABHD12		-1.3446475	
RNH1		-1.3469766	
SELO		-1.3473182	
RAB2B		-1.3475941	
SIPA1L1		-1.3511928	
