NAME	TITLE	SCORE	
MRPS12		0.77006996	
MCCC1		0.76941735	
ARID1A		0.76933604	
TNFSF13B		0.769027	
ZFP109		0.7681538	
HNRNPA0		0.7679695	
KANSL1L		0.76736975	
ACO2		0.7672319	
0610037L13RIK		0.76694727	
EGLN1		0.76619494	
ZFP599		0.7657329	
ZFP553		0.7657311	
SIMC1		0.7655537	
PCSK4		0.76523453	
DYNLT1A		0.765107	
PUM2		0.7649048	
CASP8		0.76476556	
SOD1		0.7644487	
2210408I21RIK		0.7642339	
SKIL		0.76419383	
PUF60		0.76377773	
ZFP131		0.763183	
USPL1		0.7628925	
CUL1		0.7627866	
SUV39H2		0.76212174	
CCDC22		0.7610111	
RAB33B		0.7606991	
ANP32A		0.760384	
ZFP65		0.7602345	
SEPHS2		0.76001763	
FAM50A		0.75980276	
TNPO2		0.7597781	
CDC123		0.7595727	
ERCC2		0.75919664	
HIBADH		0.7586381	
NUDT3		0.7580107	
SULT2B1		0.7573979	
PDCD2L		0.7569501	
NUP133		0.7566133	
ZFP62		0.7565897	
SLC43A3		0.7557829	
SLC38A1		0.7557402	
PPM1F		0.7554478	
BEND3		0.7552556	
ADRM1		0.75499964	
SNAPC3		0.7545969	
SLC35E1		0.75455546	
CD44		0.75406134	
GTF3C3		0.7539493	
ZCCHC3		0.75392836	
WBSCR22		0.7537258	
UFSP1		0.7537164	
ATP6V1A		0.75356305	
SPG20		0.7531447	
CRLS1		0.7529894	
RAD23B		0.7529191	
SWI5		0.75241417	
COX10		0.7521944	
TCEA1		0.7521072	
TRAPPC6B		0.7517039	
RCCD1		0.75161934	
FAM104A		0.75149053	
SYMPK		0.7513708	
HEXIM1		0.7511673	
GPX1		0.7510103	
RNF43		0.75086164	
ZC3HC1		0.75063235	
MINOS1		0.7492633	
YIF1B		0.74853915	
PPFIBP1		0.74841535	
ACSF3		0.7483375	
GAPDH		0.7475441	
FAM118B		0.74680126	
D5ERTD605E		0.74578524	
HNRNPU		0.7454181	
INSL6		0.74483895	
ECSIT		0.7431156	
RBM34		0.7406148	
ORAI1		0.74059165	
SCARB1		0.74055463	
ZFP322A		0.74020374	
TAGLN2		0.74010926	
BAHD1		0.7397763	
YWHAB		0.73969954	
HNRNPAB		0.7390852	
FAM199X		0.73890775	
PLP2		0.73829985	
ALG2		0.73826045	
TMEM115		0.73804504	
ISOC2A		0.7377856	
CHCHD5		0.7377846	
TTC37		0.7376908	
SNAPC4		0.7370555	
SMPD4		0.73684347	
ATP13A2		0.7366399	
DNLZ		0.7364497	
MAN1B1		0.7359651	
6720489N17RIK		0.73581475	
NEDD8		0.73359746	
TMEM126B		0.7335145	
NCOA5		0.73322654	
TRIM35		0.7330752	
MED4		0.732948	
CBLL1		0.73271567	
LYSMD3		0.7325612	
MCU		0.73228025	
SHOC2		0.73211044	
TIAL1		0.7316329	
KLHL9		0.73131216	
HAUS1		0.7310096	
POLRMT		0.7307309	
STXBP5		0.7302696	
MOB1B		0.7291788	
TPRN		0.7289486	
NUP155		0.7288364	
TMCO1		0.72720087	
NR2C1		0.72649133	
RPRD1B		0.7260848	
ANXA4		0.7259071	
RAB10		0.72483474	
LAMTOR3		0.72456264	
JOSD1		0.72349185	
RTEL1		0.7234591	
1810043H04RIK		0.7230342	
RPUSD1		0.7227409	
TXNRD3		0.7220884	
UBE2M		0.72198004	
44819		0.7216663	
TBC1D13		0.7198132	
KATNA1		0.7193145	
RPSA		0.7191481	
FAM175A		0.71826106	
LNP		0.7170392	
ATP6V1B2		0.7163544	
NCOA4		0.71621925	
KLHDC3		0.7158603	
0610012G03RIK		0.7157029	
BC005624		0.71559066	
ZFP106		0.7155153	
FAM219B		0.71535504	
UBXN7		0.714666	
USB1		0.7137873	
PMM1		0.7132357	
BLCAP		0.71282494	
PDHA1		0.7125115	
RBM39		0.7123118	
MTMR7		0.71166927	
GLTSCR1L		0.71149784	
TIA1		0.71132225	
ASNS		0.7100778	
FAM129C		0.71002597	
SOS2		0.7095587	
METTL22		0.7092444	
L3MBTL2		0.70921266	
CSTF2		0.70913035	
SND1		0.70876724	
CMTR2		0.7080853	
TXNRD1		0.70807844	
PGAM5		0.7077108	
CDC6		0.7071229	
JMJD6		0.7067117	
MIER1		0.70628536	
NT5DC2		0.70581573	
DSCC1		0.7049957	
NDUFS8		0.7031208	
USP20		0.7024584	
HOOK1		0.7021812	
TMEM65		0.7010584	
YARS2		0.70080054	
DHX38		0.7006983	
NRP		0.70067346	
MAP1S		0.7002267	
CPSF7		0.7001049	
AOC2		0.6999658	
SNX15		0.6987474	
RSG1		0.69834214	
2310036O22RIK		0.69708306	
GINS2		0.69689023	
MCM8		0.696458	
CBR4		0.69640934	
PHC2		0.6955413	
RP9		0.69522417	
DHX9		0.6943752	
SFXN4		0.6940467	
GM14420		0.6931235	
ZFP39		0.6924466	
ABCG1		0.69233286	
KLHL23		0.6918516	
ADAMTS20		0.69116986	
TBC1D24		0.69044685	
RPS28		0.690445	
PTCH1		0.6899069	
COX7B		0.6896551	
PCGF6		0.68947995	
COX11		0.6886988	
NUP214		0.6886077	
RETSAT		0.68804467	
PLGRKT		0.6880227	
TTLL9		0.6880118	
RAB10OS		0.6879546	
CAMKK1		0.687925	
UBA2		0.6877957	
SRPR		0.68716085	
PIK3R5		0.68671	
POM121		0.6865629	
ENSA		0.68560153	
HSD17B10		0.68555146	
TRAPPC13		0.68523	
NUP160		0.6851981	
CREM		0.684188	
ARIH1		0.6840888	
D3ERTD254E		0.68297344	
GZMB		0.68282217	
TRMT13		0.68264925	
PHF19		0.6819727	
ETFA		0.6818848	
GTF2A2		0.68144214	
GM12216		0.6811351	
SMURF1		0.6805957	
HNRNPF		0.680074	
3110040N11RIK		0.68002886	
GM17066		0.6799212	
CD24A		0.67869574	
ERCC8		0.6784504	
PARS2		0.6775969	
MAMDC4		0.67732364	
COX16		0.6772266	
POLA2		0.6768581	
TTN		0.6763461	
PEX14		0.67623186	
0610009B22RIK		0.67573977	
CDK11B		0.67560655	
NUP50		0.6752492	
CWC22		0.67411673	
ACSL5		0.67390317	
RTN4IP1		0.67330635	
HAVCR2		0.67324615	
GM5113		0.67289156	
GNL1		0.67115444	
CNOT11		0.6705981	
LRRC42		0.67015797	
TAF13		0.66959554	
CEP170		0.6687837	
NHLRC3		0.66833365	
IVNS1ABP		0.66803384	
EXO1		0.66786087	
WDR34		0.6668717	
TDP1		0.6661443	
RAD18		0.66608506	
ARMCX4		0.6653944	
MGA		0.66470796	
ZDHHC17		0.66459644	
MRPL48		0.6636136	
MTO1		0.66361046	
TSC1		0.6633746	
SHPRH		0.66327065	
SP6		0.6631411	
BMS1		0.6626754	
RPL32		0.6606336	
AIFM1		0.6603175	
MCFD2		0.6602442	
SLC35F5		0.66003126	
GTF3C2		0.6598321	
THY1		0.6595979	
TFAP4		0.6589838	
NF1		0.6584989	
WDR60		0.65831727	
SEC61A1		0.65823126	
DUSP6		0.65769464	
UBXN1		0.65759987	
TRMT44		0.657167	
PRRC2A		0.65709585	
DCLRE1B		0.6570179	
NUP153		0.65693486	
SUV39H1		0.65644616	
NUPL2		0.6561823	
GNG12		0.65605617	
INTS3		0.6557249	
ODC1		0.6550031	
LGALS3		0.65432096	
CHERP		0.6543091	
GM5148		0.6542207	
TMEM107		0.65365106	
DBNL		0.6534961	
TAF1		0.65170956	
OTUD4		0.65077823	
UBA52		0.6497479	
CXCL10		0.6497203	
MMS22L		0.6489154	
CAML		0.6486076	
RPS21		0.64830863	
ZFP442		0.64816993	
RPRD1A		0.64802045	
DGCR6		0.6471695	
MRPL36		0.64642656	
VASP		0.64630675	
DNASE1		0.646266	
MRPS36		0.6450316	
5830415F09RIK		0.6449652	
PRKAG2		0.6442571	
SPOP		0.6440608	
SETD6		0.6433318	
RPL36		0.643028	
BMPR2		0.6429657	
PRKCI		0.6416936	
DESI1		0.64057523	
MSLN		0.6399037	
ELK3		0.63909763	
BBS2		0.63899064	
ARSK		0.63888276	
MRPL54		0.6387578	
NAT9		0.63842666	
UBR3		0.6366728	
ZFP54		0.6366337	
PIP5K1A		0.63632625	
PIN4		0.6362514	
INTU		0.6362245	
GDPGP1		0.63584447	
RAB11FIP1		0.6354474	
PHF21A		0.6350165	
SDCCAG3		0.63418615	
CNIH1		0.632716	
MKRN2		0.6326774	
KRT14		0.6325023	
MVB12A		0.63073534	
RPL41		0.63051945	
ME2		0.63044024	
GGA3		0.63019997	
RDH10		0.629689	
XLR4C		0.6294269	
CHCHD3		0.6291823	
IL2RB		0.6288432	
ZFX		0.6279302	
OXSM		0.62752813	
CDPF1		0.6274207	
4930430F08RIK		0.6269189	
CCZ1		0.626002	
ZFP94		0.62578803	
METTL25		0.62571573	
ZZZ3		0.62569	
CEBPG		0.62561685	
NNT		0.6255968	
NMRAL1		0.62557733	
KCNQ5		0.6254033	
LPAR5		0.6253077	
NIPA2		0.62520576	
COQ9		0.62452126	
RBMX2		0.6244816	
RNF7		0.62424695	
F2RL3		0.6232564	
HEMGN		0.62323266	
LARS2		0.62305355	
NKRF		0.6230071	
CDIP1		0.6225196	
PRAF2		0.6219022	
PSMC3IP		0.6218574	
RBM25		0.6214469	
PWWP2A		0.6211237	
POLQ		0.620548	
D15ERTD621E		0.62028384	
KANSL2		0.6197841	
HMGB3		0.61976665	
IRF2BP1		0.6195543	
FDX1		0.61943537	
THUMPD3		0.6187944	
IARS2		0.6186975	
HSPA13		0.6186221	
KCNK6		0.6185717	
1810055G02RIK		0.61855	
POLR2I		0.61845547	
ZFP770		0.61775225	
2510039O18RIK		0.61748433	
SEC23B		0.6174436	
UPRT		0.6174004	
KHSRP		0.6169053	
AGO1		0.6159527	
XRCC1		0.6158648	
TMEM42		0.6155092	
KLHL7		0.61548156	
NDUFA7		0.61525047	
VCP		0.6152405	
TCF25		0.61505336	
FAM96A		0.61457765	
TICAM1		0.614151	
IFT88		0.6136314	
UQCRQ		0.61334026	
R3HDM2		0.61327636	
INTS4		0.61311615	
ZDHHC6		0.612978	
RNF11		0.61270046	
SNRNP200		0.6125818	
PRKCD		0.612335	
ARRDC4		0.61232924	
MAP2K2		0.6118395	
KLHDC9		0.6113432	
SBNO1		0.61017394	
MED26		0.60929745	
ADAT2		0.60916793	
AKTIP		0.6088849	
FKBP2		0.60851187	
XLR3B		0.6082971	
CREBL2		0.60694784	
MRPS16		0.6068154	
STUB1		0.6066775	
USP30		0.60611576	
ZFP783		0.60571676	
NUP93		0.60517424	
ZFP609		0.6050861	
H2AFZ		0.60493594	
COX20		0.60455424	
TGDS		0.6043152	
NSA2		0.60401833	
NUBP2		0.6036222	
VPS8		0.60340184	
NABP2		0.6033833	
VPS35		0.60269254	
COX19		0.6026735	
TAX1BP3		0.60241866	
SLC7A6OS		0.6023665	
PIGQ		0.6021793	
ZFP566		0.60210466	
GTF2H2		0.6019064	
SEC61G		0.6014508	
RUNDC3B		0.6007629	
RNF10		0.60048336	
RANBP3		0.6003907	
RELB		0.60034555	
AXIN1		0.6001957	
COQ6		0.60018486	
ZFP719		0.6001532	
CDC42BPG		0.5999654	
PSMD2		0.5994822	
CDC7		0.59812284	
CIAPIN1		0.59795815	
TMEM41B		0.59717554	
FNIP1		0.596812	
POLD1		0.5968097	
TUBGCP4		0.59531814	
CACTIN		0.59489584	
PRDX1		0.5942285	
PROSER1		0.59419155	
ZFP738		0.59413916	
TEX2		0.5940384	
FHOD1		0.5939277	
KDM5C		0.5938747	
HIRIP3		0.5937937	
5830417I10RIK		0.5933123	
SLC26A10		0.5927431	
IKBKAP		0.5925869	
ZMYM1		0.5925083	
TSC22D2		0.5923655	
EXOC3L		0.5920839	
ROMO1		0.5910866	
FAM84B		0.59072316	
KCTD3		0.59069014	
STK35		0.59048134	
SLC38A2		0.5900042	
ZFP282		0.58938587	
GTF3C4		0.58920926	
MLKL		0.589118	
NFKBIE		0.58823514	
CPSF4		0.58820057	
SLC35C2		0.5879474	
PRICKLE1		0.5876521	
DHRS13		0.58754635	
TEX10		0.58730906	
RPS15A		0.58727956	
CHAMP1		0.5872219	
ERGIC2		0.5867036	
FAM188A		0.58642673	
PARL		0.5850487	
ARHGEF5		0.58503085	
COTL1		0.58443564	
MORC2A		0.58425176	
PSMB10		0.5839935	
FUNDC2		0.583059	
UGP2		0.5826203	
ATXN7L2		0.5824836	
MLF1		0.58222795	
ARFGEF1		0.5808786	
MED23		0.58067375	
LPGAT1		0.58056146	
FDXACB1		0.58046865	
SLC39A7		0.58015174	
ZNRD1AS		0.5794026	
GMPPB		0.5793928	
C030039L03RIK		0.57878286	
SLC1A4		0.57802427	
SLC29A1		0.5779875	
FPGT		0.577823	
TYMS		0.57778925	
TBC1D4		0.5777768	
OMA1		0.57774717	
SH3BGRL2		0.57709455	
MTFMT		0.5769469	
ZC3H11A		0.57689244	
THEMIS		0.5765212	
ZDHHC3		0.57586765	
ARHGAP5		0.57576305	
SCAF4		0.5752895	
TGM4		0.57490355	
TMEM261		0.57451636	
1110004F10RIK		0.57446814	
ID3		0.5741573	
GM15421		0.574074	
IQCB1		0.5736028	
INO80D		0.57266974	
DHPS		0.57260895	
1110002L01RIK		0.572171	
GTF2H4		0.57199115	
TCTN3		0.57131594	
UBE2A		0.57128376	
TTI2		0.5711857	
RNF168		0.57107204	
TUBG2		0.5704962	
KBTBD6		0.5704439	
TBL2		0.5690394	
RC3H1		0.56812924	
RRP1		0.56790906	
ZFP40		0.5677398	
OPLAH		0.5650938	
CBFA2T2		0.5650892	
KHDRBS1		0.5648887	
TONSL		0.5648035	
USP5		0.5647336	
POLB		0.56433755	
TPP2		0.5621251	
BANP		0.5618788	
PTPN2		0.56182235	
ZFP933		0.56155926	
LENEP		0.5614878	
LRR1		0.56143945	
0610010F05RIK		0.56112397	
SBF2		0.5605417	
RPS4L		0.5603031	
SNTB1		0.5597436	
DET1		0.55972224	
RINT1		0.5596295	
TBC1D7		0.55953336	
NDUFA6		0.5593411	
TMEM14A		0.5592104	
METTL14		0.5591805	
IL11RA1		0.55909103	
POGLUT1		0.55907273	
SF3B6		0.5589828	
CDYL		0.55880404	
XPO7		0.558777	
PTP4A3		0.558238	
CNEP1R1		0.5578534	
CEP41		0.5576711	
CUL5		0.5576151	
ETV4		0.5575172	
ST8SIA6		0.55707663	
STARD7		0.55683595	
ATP13A3		0.5561612	
MAFK		0.5559242	
COG7		0.55561244	
JADE3		0.5548832	
CPSF6		0.5545809	
THOC5		0.55456984	
NDNL2		0.5545397	
EPAS1		0.55423903	
FASTKD1		0.55351955	
INAFM1		0.55347687	
CEP290		0.5530179	
EIF4EBP3		0.5526158	
SARS		0.5515888	
YPEL2		0.5514518	
MGAT5		0.5511733	
GFPT1		0.5510845	
WDR83		0.550934	
PDE12		0.550768	
TRAF5		0.550746	
API5		0.55074376	
BTAF1		0.55068374	
SLC25A19		0.55035675	
PHC3		0.5502034	
ZMIZ2		0.54911387	
B3GAT3		0.54839545	
ERAL1		0.54749125	
RHOC		0.5462951	
CCDC124		0.54599327	
KLHL2		0.5458213	
PRRG2		0.5453649	
PTDSS2		0.5451057	
LY6E		0.545049	
DNAJB4		0.5446807	
PIGC		0.54458	
HOOK3		0.5434862	
ABHD14A		0.54159254	
TDRD3		0.5412993	
MED27		0.5407768	
SIN3A		0.54063594	
ADARB1		0.54009086	
MSI2		0.53991574	
COG6		0.53922045	
PDCD2		0.5389865	
FBXO48		0.53855264	
SLC9A6		0.5382868	
MANF		0.5381235	
CEBPZOS		0.5381168	
TMEM263		0.5380891	
ATG3		0.53738886	
GYPC		0.53738886	
BRE		0.53689677	
AK3		0.53679097	
HNRNPM		0.5366775	
MALSU1		0.5359645	
APOBEC2		0.5358639	
MFSD12		0.5355155	
1700037H04RIK		0.53508496	
FBXO18		0.5350722	
GDAP10		0.53433955	
MTF2		0.53410965	
SRRM2		0.53399235	
AP4M1		0.53387743	
NUFIP2		0.5338067	
A430033K04RIK		0.5337785	
RNF138		0.53352445	
CLYBL		0.5328284	
DHFR		0.53199923	
GTF2H5		0.5308348	
STRADB		0.53009766	
1810014B01RIK		0.5295734	
ELP4		0.5290684	
2410127L17RIK		0.52897066	
D930015E06RIK		0.5280488	
TIMMDC1		0.5279896	
PLAA		0.52778286	
SEC13		0.5276277	
MED20		0.5273146	
PLEKHA1		0.5272726	
LIN9		0.5270158	
RPL18A		0.526948	
LAIR1		0.5267273	
TTC9C		0.5265981	
ARL4D		0.5263485	
NDUFV1		0.5252191	
TBCA		0.5251855	
PIK3C2B		0.52474254	
PECR		0.52436936	
HAUS7		0.5240988	
SMC6		0.5232197	
DESI2		0.52300113	
SCLY		0.52293754	
METTL6		0.52149713	
PARN		0.52145237	
TRMT112		0.5211319	
ACD		0.5208577	
FNBP1		0.5204951	
CPSF3		0.52049434	
KANSL3		0.5204902	
IL10RB		0.5198073	
CDC5L		0.519761	
SNRPF		0.5191314	
DAZAP1		0.5190087	
PGK1		0.5188577	
ORMDL2		0.51859224	
ATP5J		0.5185522	
MBNL3		0.5185248	
RALGDS		0.5178505	
RFC2		0.5177375	
PAPD5		0.517215	
9430015G10RIK		0.51682985	
SUB1		0.51679695	
PQLC1		0.5167352	
NUP205		0.51651883	
ORC3		0.5164591	
ZYX		0.5163857	
MAEA		0.5160483	
SMUG1		0.51572436	
KCTD6		0.5152082	
PCID2		0.51517606	
UBE2V1		0.51504797	
ARF3		0.5149875	
TCEB2		0.5141644	
GATA1		0.5137751	
ZFP850		0.51374763	
2810006K23RIK		0.5136203	
ZFP788		0.5121494	
AP1G1		0.5120656	
CENPJ		0.51196283	
SLC25A1		0.51169527	
PAFAH1B1		0.511572	
XRCC2		0.51150507	
MED18		0.51142293	
STAP1		0.5107697	
ZFP882		0.5104332	
TMA7		0.51021594	
E2F6		0.5101109	
CLPTM1		0.5100757	
REEP5		0.5097564	
RBM12		0.5096404	
TSEN54		0.5086486	
TRIM37		0.50763005	
ACO1		0.5072217	
ZFP451		0.507083	
RANGAP1		0.50633055	
TIMM10B		0.50597584	
HIST1H1A		0.5047226	
SLK		0.50360715	
ALG1		0.5035995	
TECPR2		0.50303864	
KIF1B		0.50301546	
NDUFS1		0.5023509	
WWOX		0.502289	
BZW1		0.50181776	
ITIH5		0.5017693	
NCF2		0.5009079	
MRPL14		0.50018007	
PRPF38A		0.49999553	
SEC22B		0.49974662	
RBM6		0.49906453	
PUS3		0.4982883	
CDKAL1		0.49763048	
SLC30A7		0.4975801	
COL23A1		0.4973316	
SMARCAD1		0.4970241	
NUDT9		0.4968526	
DGKH		0.49652967	
2810403A07RIK		0.49633595	
STX6		0.49588895	
ASH2L		0.4958085	
LSM11		0.49568325	
TOB1		0.49541482	
ENGASE		0.49403444	
APITD1		0.4939834	
MSL2		0.4939546	
DTL		0.49384433	
ZFP169		0.49380308	
USP54		0.49366874	
EIF2D		0.4933801	
ZFP950		0.4926557	
NUP107		0.49228328	
CTDSP1		0.49214634	
KLK15		0.4919713	
IDH2		0.49185196	
UBTF		0.4916534	
SAMD8		0.49152303	
NFKBIB		0.49116609	
GMNN		0.49090376	
MUT		0.49025825	
ZFP937		0.4901719	
ELMSAN1		0.48968983	
NUP188		0.48901826	
SPAST		0.48880276	
GFOD2		0.48841074	
NXN		0.488363	
IFT20		0.48834106	
TMEM101		0.4881458	
GNB2		0.4880296	
ANKRD52		0.48751524	
LEO1		0.48742417	
CFB		0.48649013	
E330009J07RIK		0.48642257	
MCEE		0.48615304	
AARS		0.48491907	
CCAR1		0.48474076	
FGFR1OP		0.48400474	
POMP		0.48371893	
LZTR1		0.48313797	
WEE1		0.48310995	
NPTN		0.4829338	
BNIP1		0.48273075	
ZBTB7B		0.48267153	
D17WSU92E		0.4816078	
ASCC1		0.48146692	
ZFP558		0.48140585	
BC068281		0.48130757	
PDSS1		0.48105866	
LMBRD2		0.4809563	
UBR7		0.47981575	
SMARCC1		0.4796972	
IMMT		0.47926116	
CEP83OS		0.479109	
BC027231		0.47897494	
PTBP1		0.47892457	
URGCP		0.4779818	
SLAMF7		0.47784242	
CHAF1B		0.47748214	
ATP5D		0.47748148	
BRCA2		0.47695556	
ZFP934		0.47668797	
PSMB4		0.47660765	
ACP2		0.47652358	
ZFP874B		0.4764039	
SH3D21		0.4758439	
RNF141		0.47447428	
TMEM173		0.4743993	
MRPS26		0.47368792	
COX8A		0.4729192	
SKIV2L2		0.4727902	
LYSMD1		0.4727441	
GNGT2		0.47252342	
PDK3		0.47246978	
XIAP		0.4721211	
CCNC		0.47148544	
ZBTB45		0.47099578	
KCTD11		0.47075227	
EMC1		0.47073323	
SRL		0.47062626	
PDZK1		0.47034842	
ST3GAL2		0.47019908	
BLOC1S2		0.47006536	
TRUB2		0.47006154	
GTF3C5		0.469989	
MPI		0.4699113	
ATXN7L3B		0.469769	
MED8		0.46963483	
LARS		0.46935993	
ATP5J2		0.46921194	
MFSD2A		0.46827805	
TYW1		0.46814695	
SGTA		0.4680864	
EXOC8		0.4680064	
KLHL11		0.4679367	
JMJD4		0.46761933	
ZBTB21		0.4676079	
ZFP85		0.46646053	
DBP		0.46637145	
FARP2		0.46613884	
2610020H08RIK		0.46605158	
GM14295		0.46600878	
PROSC		0.46600753	
ARCN1		0.46594495	
TMEM184C		0.4657359	
ATP5K		0.46487147	
NDUFB7		0.46475595	
CEP104		0.46415272	
VPS54		0.4638498	
MEN1		0.4632198	
GTF2IRD1		0.46302623	
THRB		0.46254075	
GGCT		0.46226242	
NUDT1		0.4619336	
COPRS		0.46146733	
NME3		0.46135467	
EFHD2		0.46110705	
SPC24		0.46061367	
TMEM17		0.459544	
KLHL12		0.45937186	
TPST1		0.45910737	
C1D		0.4589807	
SUPT3		0.458832	
4930539J05RIK		0.4586087	
CTNNAL1		0.45855027	
RPS27		0.4580252	
QSOX2		0.45786995	
NRDE2		0.45781577	
FAM96B		0.4577037	
PDCD7		0.45755047	
ANKS1		0.45728716	
TTC30A1		0.45714587	
ZFP148		0.45657352	
PTCD2		0.4558868	
SCAF11		0.4557972	
NSD1		0.45529824	
3110056K07RIK		0.45526132	
SURF1		0.4551878	
ZFP110		0.4543723	
TMEM238		0.45418885	
HCFC2		0.45414826	
PTP4A1		0.454128	
AHSA2		0.45396662	
EGFL7		0.4535679	
FILIP1L		0.45316005	
SNX18		0.45305684	
SLC35D1		0.452722	
MAN1A2		0.4526926	
OTUB1		0.452509	
PDPK1		0.45233423	
ARL4A		0.45187628	
DDX47		0.4517865	
PPP2CB		0.4516008	
CD79B		0.4513518	
MEX3B		0.4509989	
ZFP568		0.45063314	
ZCRB1		0.45021045	
8030462N17RIK		0.44887316	
ARFIP1		0.44875294	
GIMAP5		0.44809818	
RPS15A-PS6		0.44721386	
THAP4		0.44605666	
UBL4A		0.44593084	
TYW5		0.44587564	
TM2D2		0.44555694	
FAU		0.44550788	
RWDD2B		0.44531274	
PQBP1		0.44507316	
SEC22A		0.44492942	
BEGAIN		0.44438145	
NT5M		0.4440056	
CSTF3		0.44398475	
PSEN2		0.44394115	
4930520O04RIK		0.44317234	
ZFP369		0.44298568	
NIT1		0.44298315	
STRN4		0.44295835	
ZFP598		0.44168162	
TPT1		0.44089493	
NBAS		0.44071558	
PCNXL4		0.44052362	
LPCAT3		0.44006544	
WDR78		0.4393019	
C330006A16RIK		0.43919876	
RRAGA		0.4379839	
CSNK2A2		0.43795592	
1110001J03RIK		0.43771216	
MMAA		0.43734178	
RNASEH2A		0.43732485	
RAB22A		0.4370243	
SELT		0.43669564	
KCNQ1OT1		0.43643415	
NDUFB3		0.43626273	
TMEM164		0.43583515	
PURB		0.4357925	
SCOC		0.43555942	
SMARCA4		0.43536574	
LINS		0.43514973	
GM6251		0.43491238	
NDUFS6		0.4347049	
NUDT21		0.4346808	
PAPD7		0.43432537	
CENPW		0.43398416	
STAM		0.43366638	
MRPL44		0.43324637	
SLC35G1		0.43255547	
TMEM248		0.4324545	
RPL34		0.43178338	
1700066M21RIK		0.43151522	
CCDC127		0.43130174	
SERP1		0.43114507	
UPF1		0.4310849	
PYGO2		0.43094394	
NCOA7		0.4309361	
RPAIN		0.43086585	
VAC14		0.43077263	
UBXN11		0.43031713	
NKIRAS1		0.4295748	
ALAS1		0.429251	
DMXL1		0.42862213	
FAM3C		0.42809626	
SH3RF1		0.4276768	
PRPF4		0.42720717	
UTP14B		0.4265909	
ZBTB44		0.42641056	
LAMTOR2		0.42628366	
1700019G17RIK		0.4260105	
LRP6		0.42574093	
RNF113A1		0.42544904	
FTSJ2		0.425165	
ATF6B		0.4245508	
CREB3		0.42373958	
ZFP639		0.42347312	
TARSL2		0.42342624	
RHOF		0.42339838	
ATP11A		0.42291284	
NGRN		0.42241424	
EMG1		0.42176086	
TBC1D25		0.4217316	
VKORC1		0.4215959	
MCPH1		0.42151177	
RAPH1		0.4214179	
SLC18A2		0.42082804	
USP31		0.42036518	
PLA2G4F		0.4202934	
FAM222B		0.42020965	
GNE		0.41975462	
FV1		0.41955808	
NENF		0.41939542	
KANTR		0.4193833	
NSUN4		0.4193206	
EFCAB2		0.41810578	
RECQL4		0.4180251	
SLC25A32		0.41753677	
MYEF2		0.41704884	
CSAD		0.41658905	
D8ERTD738E		0.41640198	
FAM109B		0.41639054	
SLC25A46		0.41574296	
ZFP592		0.4157121	
VIPR2		0.4153377	
CYP20A1		0.41533393	
DUSP12		0.41505417	
LMAN2L		0.4142714	
RNF121		0.41381532	
DIDO1		0.41376063	
MSL3		0.41357154	
RXRB		0.41350633	
FAM53C		0.4134323	
SART3		0.41298747	
TBC1D5		0.41257343	
NCDN		0.4124475	
WHSC1		0.41238895	
CNOT7		0.41228122	
GABPB1		0.41184458	
RGS2		0.4117419	
PDIA3		0.41055718	
TMEM180		0.41038144	
APOA1BP		0.41016534	
SURF6		0.40945822	
AMMECR1L		0.40915665	
TCOF1		0.40854818	
TBC1D32		0.40810224	
SLC25A33		0.40792674	
GNG5		0.4079072	
SLBP		0.40744886	
METRN		0.40738663	
MED31		0.40647426	
GRAMD1B		0.40619698	
LRRC20		0.40614554	
ANAPC2		0.40608403	
CDK8		0.40605628	
PHXR4		0.4058002	
FAM208B		0.405756	
SMARCAL1		0.40498176	
P4HTM		0.40441304	
POLR2G		0.40411434	
N4BP1		0.40392503	
BBS12		0.4039108	
RAD54B		0.4038422	
VAMP8		0.40378517	
KDM6B		0.40352184	
GID8		0.40275174	
CCDC116		0.402431	
DYX1C1		0.40194765	
CENPU		0.40190685	
CCDC59		0.40076357	
ADAMTS6		0.40054289	
ZBTB48		0.40043554	
APMAP		0.40025958	
ZFP458		0.40025818	
PCTP		0.40006322	
COMMD1		0.39982837	
LAX1		0.39953437	
WDR5B		0.39940333	
FKBP5		0.3989672	
TMEM5		0.39851972	
SLC25A38		0.39829484	
MYCBP2		0.3981551	
LCMT2		0.39784738	
1110038F14RIK		0.3975785	
ERMP1		0.39724278	
HMOX2		0.39724246	
ATAT1		0.39695644	
MAPKAPK5		0.3969314	
SMIM11		0.39534643	
ANKRD27		0.3952467	
OPA1		0.39446926	
PCGF3		0.3943726	
SMURF2		0.39427978	
RPAP1		0.39391497	
PPIL1		0.39387533	
NET1		0.39373535	
PLEK		0.39365572	
SYNJ1		0.392043	
TRMT1L		0.3915778	
SIAH2		0.3914364	
PLXNA3		0.39045224	
PTDSS1		0.3901474	
PAPOLG		0.3900174	
MGAT2		0.38999388	
GFI1		0.38923457	
CHD1		0.38889304	
COX6A1		0.3886667	
ALKBH1		0.38843614	
MCM5		0.38817084	
NAGPA		0.38792932	
STX18		0.3875598	
PRCC		0.38726047	
BRD7		0.38723502	
PTPN3		0.38677537	
MFSD9		0.38657576	
UFM1		0.38655484	
XPO1		0.38586992	
TAF12		0.38583025	
RNFT1		0.38554376	
FXR2		0.38551593	
GNB1		0.38542572	
MED14		0.38533452	
IDI1		0.38509473	
