NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOMF_GTPASE_BINDING	296	210		
GOMF_NF_KAPPAB_BINDING	30	28		
GOMF_UNFOLDED_PROTEIN_BINDING	121	88		
GOMF_CHAPERONE_BINDING	106	81		
GOMF_ATPASE_BINDING	82	56		
GOMF_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	27		Rejected!	
GOMF_METAL_ION_PROTON_ANTIPORTER_ACTIVITY	15		Rejected!	
GOMF_DIOXYGENASE_ACTIVITY	94	62		
GOMF_PHOSPHOPROTEIN_BINDING	88	62		
GOMF_NAD_BINDING	54	41		
GOMF_MUSCLE_ALPHA_ACTININ_BINDING	15		Rejected!	
GOMF_FATZ_BINDING	5		Rejected!	
GOMF_EPINEPHRINE_BINDING	6		Rejected!	
GOMF_ALPHA_ACTININ_BINDING	28		Rejected!	
GOMF_BH_DOMAIN_BINDING	9		Rejected!	
GOMF_HORMONE_RECEPTOR_BINDING	31		Rejected!	
GOMF_PEPTIDE_HORMONE_RECEPTOR_BINDING	19		Rejected!	
GOMF_CORTICOTROPIN_RELEASING_HORMONE_RECEPTOR_BINDING	5		Rejected!	
GOMF_BH3_DOMAIN_BINDING	6		Rejected!	
GOMF_NFAT_PROTEIN_BINDING	6		Rejected!	
GOMF_2_IRON_2_SULFUR_CLUSTER_BINDING	24	19		
GOMF_4_IRON_4_SULFUR_CLUSTER_BINDING	41	38		
GOMF_METAL_CLUSTER_BINDING	67	57		
GOMF_5_DEOXYRIBOSE_5_PHOSPHATE_LYASE_ACTIVITY	5		Rejected!	
GOMF_PROTEIN_PHOSPHATASE_2A_BINDING	30	19		
GOMF_INOSITOL_TRISPHOSPHATE_KINASE_ACTIVITY	5		Rejected!	
GOMF_MISFOLDED_PROTEIN_BINDING	29	23		
GOMF_GLYCOLIPID_BINDING	29	17		
GOMF_HISTONE_H3_METHYL_LYSINE_36_DEMETHYLASE_ACTIVITY	10		Rejected!	
GOMF_HSP90_PROTEIN_BINDING	43	30		
GOMF_G_QUADRUPLEX_DNA_BINDING	11		Rejected!	
GOMF_PEROXIREDOXIN_ACTIVITY	8		Rejected!	
GOMF_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING	27		Rejected!	
GOMF_PROTEIN_CARBOXYL_O_METHYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_3_PHOSPHATASE_ACTIVITY	11		Rejected!	
GOMF_LYSOPHOSPHATIDIC_ACID_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOMF_NADP_RETINOL_DEHYDROGENASE_ACTIVITY	14		Rejected!	
GOMF_INOSITOL_1_4_5_TRISPHOSPHATE_5_PHOSPHATASE_ACTIVITY	7		Rejected!	
GOMF_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY	150	63		
GOMF_PHOSPHATIDYLSERINE_1_ACYLHYDROLASE_ACTIVITY	11		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY	19	15		
GOMF_INOSITOL_TETRAKISPHOSPHATE_PHOSPHATASE_ACTIVITY	8		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_MONOPHOSPHATE_PHOSPHATASE_ACTIVITY	19	18		
GOMF_INOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	17	15		
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_KINASE_ACTIVITY	10		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	34	28		
GOMF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	11		Rejected!	
GOMF_GAP_JUNCTION_HEMI_CHANNEL_ACTIVITY	6		Rejected!	
GOMF_LIPASE_INHIBITOR_ACTIVITY	18		Rejected!	
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	9		Rejected!	
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_REGULATOR_ACTIVITY	21	20		
GOMF_C3HC4_TYPE_RING_FINGER_DOMAIN_BINDING	6		Rejected!	
GOMF_MOLECULAR_TRANSDUCER_ACTIVITY	1528	302		
GOMF_MOLECULAR_ADAPTOR_ACTIVITY	377	241		
GOMF_PHOSPHATIDYLCHOLINE_STEROL_O_ACYLTRANSFERASE_ACTIVATOR_ACTIVITY	6		Rejected!	
GOMF_LIPASE_ACTIVATOR_ACTIVITY	16		Rejected!	
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY	489	323		
GOMF_ATPASE_REGULATOR_ACTIVITY	13		Rejected!	
GOMF_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY	13		Rejected!	
GOMF_PEPTIDASE_REGULATOR_ACTIVITY	228	77		
GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY	192	58		
GOMF_L_ARGININE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	7		Rejected!	
GOMF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVATOR_ACTIVITY	13		Rejected!	
GOMF_LYS63_SPECIFIC_DEUBIQUITINASE_ACTIVITY	12		Rejected!	
GOMF_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY	19	16		
GOMF_RNA_POLYMERASE_II_SPECIFIC_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	347	244		
GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY	39	31		
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_ACTIVITY	324	208		
GOMF_SUMO_LIGASE_ACTIVITY	11		Rejected!	
GOMF_IMPORTIN_ALPHA_FAMILY_PROTEIN_BINDING	9		Rejected!	
GOMF_PEPTIDE_LYSINE_N_ACETYLTRANSFERASE_ACTIVITY	40	34		
GOMF_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	14		Rejected!	
GOMF_REGULATORY_RNA_BINDING	47	29		
GOMF_D_LOOP_DNA_BINDING	5		Rejected!	
GOMF_RNA_2_O_METHYLTRANSFERASE_ACTIVITY	8		Rejected!	
GOMF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	27		Rejected!	
GOMF_THREONINE_TYPE_PEPTIDASE_ACTIVITY	25	17		
GOMF_CYSTEINE_TYPE_EXOPEPTIDASE_ACTIVITY	5		Rejected!	
GOMF_METALLOAMINOPEPTIDASE_ACTIVITY	27	16		
GOMF_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	10		Rejected!	
GOMF_ARMADILLO_REPEAT_DOMAIN_BINDING	10		Rejected!	
GOMF_TELOMERASE_RNA_BINDING	22	21		
GOMF_FRUCTOSE_BINDING	6		Rejected!	
GOMF_RNA_POLYMERASE_BINDING	73	51		
GOMF_PROLINE_RICH_REGION_BINDING	17		Rejected!	
GOMF_CHROMO_SHADOW_DOMAIN_BINDING	6		Rejected!	
GOMF_FRUCTOSE_6_PHOSPHATE_BINDING	5		Rejected!	
GOMF_DELTA_CATENIN_BINDING	9		Rejected!	
GOMF_ISOPEPTIDASE_ACTIVITY	20	20		
GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ENDOPEPTIDASE_ACTIVITY	5		Rejected!	
GOMF_UBIQUITIN_LIKE_PROTEIN_SPECIFIC_ISOPEPTIDASE_ACTIVITY	6		Rejected!	
GOMF_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING	6		Rejected!	
GOMF_SMALL_RIBOSOMAL_SUBUNIT_RRNA_BINDING	9		Rejected!	
GOMF_DNA_POLYMERASE_BINDING	22	20		
GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING	29	17		
GOMF_VITAMIN_B6_BINDING	56	26		
GOMF_PHOSPHATIDIC_ACID_BINDING	20	15		
GOMF_THYROID_HORMONE_BINDING	6		Rejected!	
GOMF_LIPOPROTEIN_PARTICLE_RECEPTOR_BINDING	29		Rejected!	
GOMF_AROMATASE_ACTIVITY	25		Rejected!	
GOMF_NADPH_BINDING	16		Rejected!	
GOMF_NADPLUS_BINDING	18	15		
GOMF_CO_SMAD_BINDING	11		Rejected!	
GOMF_I_SMAD_BINDING	14		Rejected!	
GOMF_R_SMAD_BINDING	24	18		
GOMF_OLIGOSACCHARIDE_BINDING	15		Rejected!	
GOMF_DEATH_DOMAIN_BINDING	11		Rejected!	
GOMF_K63_LINKED_POLYUBIQUITIN_MODIFICATION_DEPENDENT_PROTEIN_BINDING	25	23		
GOMF_ADENYLYLTRANSFERASE_ACTIVITY	31	17		
GOMF_CYTIDYLYLTRANSFERASE_ACTIVITY	10		Rejected!	
GOMF_GUANYLYLTRANSFERASE_ACTIVITY	6		Rejected!	
GOMF_URIDYLYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_METALLODIPEPTIDASE_ACTIVITY	7		Rejected!	
GOMF_LYSINE_ACETYLATED_HISTONE_BINDING	23	22		
GOMF_PROTEASOME_BINDING	17		Rejected!	
GOMF_INOSITOL_1_4_5_TRISPHOSPHATE_BINDING	13		Rejected!	
GOMF_ACTIVIN_RECEPTOR_BINDING	11		Rejected!	
GOMF_BMP_RECEPTOR_BINDING	14		Rejected!	
GOMF_POLY_PURINE_TRACT_BINDING	29	21		
GOMF_LEUCINE_BINDING	7		Rejected!	
GOMF_PROTEIN_GLUTAMIC_ACID_LIGASE_ACTIVITY	10		Rejected!	
GOMF_C2H2_ZINC_FINGER_DOMAIN_BINDING	15		Rejected!	
GOMF_DYNEIN_COMPLEX_BINDING	24	16		
GOMF_GROWTH_FACTOR_RECEPTOR_BINDING	139	53		
GOMF_PRIMARY_MIRNA_BINDING	8		Rejected!	
GOMF_PRE_MIRNA_BINDING	6		Rejected!	
GOMF_E_BOX_BINDING	49	20		
GOMF_LYSOPHOSPHATIDIC_ACID_RECEPTOR_ACTIVITY	5		Rejected!	
GOMF_SNRNP_BINDING	7		Rejected!	
GOMF_CONNEXIN_BINDING	5		Rejected!	
GOMF_ANKYRIN_REPEAT_BINDING	6		Rejected!	
GOMF_HISTONE_H3_TRI_DI_METHYL_LYSINE_27_DEMETHYLASE_ACTIVITY	5		Rejected!	
GOMF_LYSOPHOSPHOLIPID_ACYLTRANSFERASE_ACTIVITY	23	16		
GOMF_LIPOPEPTIDE_BINDING	10		Rejected!	
GOMF_PROTEIN_LIPID_COMPLEX_BINDING	31		Rejected!	
GOMF_HMG_BOX_DOMAIN_BINDING	14		Rejected!	
GOMF_NEUROPEPTIDE_RECEPTOR_BINDING	36		Rejected!	
GOMF_14_3_3_PROTEIN_BINDING	30	24		
GOMF_ARP2_3_COMPLEX_BINDING	15		Rejected!	
GOMF_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY	9		Rejected!	
GOMF_FAD_BINDING	37	24		
GOMF_WD40_REPEAT_DOMAIN_BINDING	5		Rejected!	
GOMF_MODIFIED_AMINO_ACID_BINDING	95	40		
GOMF_NAADP_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY	5		Rejected!	
GOMF_MODIFIED_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	23		Rejected!	
GOMF_PROTEIN_PHOSPHATASE_ACTIVATOR_ACTIVITY	16		Rejected!	
GOMF_17_BETA_HYDROXYSTEROID_DEHYDROGENASE_NADPPLUS_ACTIVITY	13		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING	28	18		
GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION	15		Rejected!	
GOMF_GAP_JUNCTION_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_CONDUCTION_ELECTRICAL_COUPLING	5		Rejected!	
GOMF_PROTEIN_BINDING_INVOLVED_IN_HETEROTYPIC_CELL_CELL_ADHESION	12		Rejected!	
GOMF_CELL_ADHESIVE_PROTEIN_BINDING_INVOLVED_IN_BUNDLE_OF_HIS_CELL_PURKINJE_MYOCYTE_COMMUNICATION	5		Rejected!	
GOMF_CASPASE_BINDING	13		Rejected!	
GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	109	84		
GOMF_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	32	17		
GOMF_PHOSPHATIDYLCHOLINE_FLOPPASE_ACTIVITY	8		Rejected!	
GOMF_PHOSPHATIDYLETHANOLAMINE_FLIPPASE_ACTIVITY	7		Rejected!	
GOMF_PHOSPHATIDYLSERINE_FLOPPASE_ACTIVITY	9		Rejected!	
GOMF_ALPHA_GLUCOSIDASE_ACTIVITY	6		Rejected!	
GOMF_CERAMIDE_BINDING	20		Rejected!	
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVATOR_ACTIVITY	9		Rejected!	
GOMF_SUPERCOILED_DNA_BINDING	6		Rejected!	
GOMF_NEUROLIGIN_FAMILY_PROTEIN_BINDING	5		Rejected!	
GOMF_SCAFFOLD_PROTEIN_BINDING	67	36		
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	15		Rejected!	
GOMF_PRE_MRNA_INTRONIC_BINDING	12		Rejected!	
GOMF_MITOCHONDRIAL_RIBOSOME_BINDING	5		Rejected!	
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	10		Rejected!	
GOMF_7SK_SNRNA_BINDING	9		Rejected!	
GOMF_MDM2_MDM4_FAMILY_PROTEIN_BINDING	11		Rejected!	
GOMF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	29	20		
GOMF_STRUCTURAL_MOLECULE_ACTIVITY_CONFERRING_ELASTICITY	11		Rejected!	
GOMF_GLUTATHIONE_OXIDOREDUCTASE_ACTIVITY	7		Rejected!	
GOMF_CULLIN_FAMILY_PROTEIN_BINDING	26	22		
GOMF_CALCITONIN_FAMILY_RECEPTOR_ACTIVITY	6		Rejected!	
GOMF_STAT_FAMILY_PROTEIN_BINDING	12		Rejected!	
GOMF_DISORDERED_DOMAIN_SPECIFIC_BINDING	35	26		
GOMF_RNA_POLYMERASE_ACTIVITY	43	37		
GOMF_G_RICH_STRAND_TELOMERIC_DNA_BINDING	10		Rejected!	
GOMF_NUCLEOTIDE_PHOSPHATASE_ACTIVITY_ACTING_ON_FREE_NUCLEOTIDES	5		Rejected!	
GOMF_CELL_ADHESION_MEDIATOR_ACTIVITY	64	23		
GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY	54	18		
GOMF_CELL_MATRIX_ADHESION_MEDIATOR_ACTIVITY	7		Rejected!	
GOMF_COLLAGEN_BINDING_INVOLVED_IN_CELL_MATRIX_ADHESION	5		Rejected!	
GOMF_CADHERIN_BINDING_INVOLVED_IN_CELL_CELL_ADHESION	18		Rejected!	
GOMF_MOLECULAR_FUNCTION_REGULATOR	1953		Rejected!	
GOMF_NITRITE_REDUCTASE_ACTIVITY	6		Rejected!	
GOMF_BMP_RECEPTOR_ACTIVITY	7		Rejected!	
GOMF_SEQUENCE_SPECIFIC_SINGLE_STRANDED_DNA_BINDING	15		Rejected!	
GOMF_STRUCTURAL_CONSTITUENT_OF_PRESYNAPTIC_ACTIVE_ZONE	5		Rejected!	
GOMF_STRUCTURAL_CONSTITUENT_OF_SYNAPSE	19		Rejected!	
GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	64		Rejected!	
GOMF_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON	5		Rejected!	
GOMF_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_ACTIVITY	9		Rejected!	
GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	115	21		
GOMF_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	18		Rejected!	
GOMF_CHANNEL_ACTIVATOR_ACTIVITY	5		Rejected!	
GOMF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN_BINDING	8		Rejected!	
GOMF_STRUCTURAL_CONSTITUENT_OF_POSTSYNAPSE	13		Rejected!	
GOMF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_REGULATION_OF_CYTOSOLIC_CALCIUM_LEVELS	5		Rejected!	
GOMF_G_PROTEIN_COUPLED_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	10		Rejected!	
GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	49		Rejected!	
GOMF_SEROTONIN_RECEPTOR_ACTIVITY	34		Rejected!	
GOMF_NEUROTRANSMITTER_RECEPTOR_REGULATOR_ACTIVITY	15		Rejected!	
GOMF_LIGAND_GATED_CALCIUM_CHANNEL_ACTIVITY	26		Rejected!	
GOMF_ESTROGEN_16_ALPHA_HYDROXYLASE_ACTIVITY	8		Rejected!	
GOMF_ESTROGEN_2_HYDROXYLASE_ACTIVITY	5		Rejected!	
GOMF_PHOSPHATIDYL_PHOSPHOLIPASE_B_ACTIVITY	11		Rejected!	
GOMF_VERY_LONG_CHAIN_3_KETOACYL_COA_SYNTHASE_ACTIVITY	7		Rejected!	
GOMF_HYPOGLYCIN_A_GAMMA_GLUTAMYL_TRANSPEPTIDASE_ACTIVITY	5		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	14		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_PHOSPHATASE_ACTIVITY	14		Rejected!	
GOMF_HYDROPEROXY_ICOSATETRAENOATE_DEHYDRATASE_ACTIVITY	7		Rejected!	
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY	360	251		
GOMF_LIPID_TRANSFER_ACTIVITY	49	33		
GOMF_PHOSPHOLIPID_TRANSFER_ACTIVITY	24	16		
GOMF_STEROL_TRANSFER_ACTIVITY	23	15		
GOMF_SPHINGOLIPID_TRANSFER_ACTIVITY	10		Rejected!	
GOMF_PHOSPHATIDYLCHOLINE_TRANSFER_ACTIVITY	5		Rejected!	
GOMF_SULFATIDE_BINDING	6		Rejected!	
GOMF_INTRACILIARY_TRANSPORT_PARTICLE_B_BINDING	5		Rejected!	
GOMF_ACYL_COA_BINDING	26	20		
GOMF_FATTY_ACID_OMEGA_HYDROXYLASE_ACTIVITY	8		Rejected!	
GOMF_MODIFICATION_DEPENDENT_PROTEIN_BINDING	166	134		
GOMF_PHOSPHORYLATION_DEPENDENT_PROTEIN_BINDING	6		Rejected!	
GOMF_UBIQUITINATION_LIKE_MODIFICATION_DEPENDENT_PROTEIN_BINDING	14		Rejected!	
GOMF_CLASS_I_DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY	7		Rejected!	
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_DNA	222	196		
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA	395	310		
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA	125	94		
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA	23	17		
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN	23		Rejected!	
GOMF_MOLECULAR_CARRIER_ACTIVITY	73	52		
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY	1918		Rejected!	
GOMF_NUCLEOCYTOPLASMIC_CARRIER_ACTIVITY	30	25		
GOMF_MONOCARBOXYLATE_SODIUM_SYMPORTER_ACTIVITY	11		Rejected!	
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY	45	39		
GOMF_EXOGENOUS_PROTEIN_BINDING	79	40		
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	52	48		
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	469	333		
GOMF_SMALL_MOLECULE_SENSOR_ACTIVITY	15		Rejected!	
GOMF_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	41	26		
GOMF_PROTEIN_SEQUESTERING_ACTIVITY	5		Rejected!	
GOMF_CARGO_ADAPTOR_ACTIVITY	19	16		
GOMF_MOLECULAR_SEQUESTERING_ACTIVITY	6		Rejected!	
GOMF_PROTEIN_TRANSPORTER_ACTIVITY	31	24		
GOMF_SOLUTE_ANION_ANTIPORTER_ACTIVITY	34		Rejected!	
GOMF_ATPASE_COUPLED_INTRAMEMBRANE_LIPID_TRANSPORTER_ACTIVITY	27	18		
GOMF_FLIPPASE_ACTIVITY	17		Rejected!	
GOMF_FLOPPASE_ACTIVITY	16		Rejected!	
GOMF_GLYCEROPHOSPHOLIPID_FLIPPASE_ACTIVITY	14		Rejected!	
GOMF_PHOSPHATIDYLCHOLINE_FLIPPASE_ACTIVITY	5		Rejected!	
GOMF_PHOSPHATIDYLSERINE_FLIPPASE_ACTIVITY	5		Rejected!	
GOMF_P_TYPE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	19		Rejected!	
GOMF_ABC_TYPE_TRANSPORTER_ACTIVITY	49	25		
GOMF_IMMUNE_RECEPTOR_ACTIVITY	148	48		
GOMF_SOLUTE_BICARBONATE_SYMPORTER_ACTIVITY	7		Rejected!	
GOMF_TRANSCRIPTION_REGULATOR_INHIBITOR_ACTIVITY	21		Rejected!	
GOMF_PROTEIN_CYSTEINE_S_STEAROYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_CYTOSKELETON_NUCLEAR_MEMBRANE_ANCHOR_ACTIVITY	5		Rejected!	
GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	30	25		
GOMF_METAL_DEPENDENT_DEUBIQUITINASE_ACTIVITY	9		Rejected!	
GOMF_PROTEIN_DISAGGREGASE_ACTIVITY	5		Rejected!	
GOMF_PROTEIN_CARRIER_CHAPERONE	18	17		
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID	595	485		
GOMF_ATP_DEPENDENT_ACTIVITY	554	369		
GOMF_ATP_DEPENDENT_CHROMATIN_REMODELER_ACTIVITY	7		Rejected!	
GOMF_ANNEALING_ACTIVITY	13		Rejected!	
GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY	34	23		
GOMF_MOLECULAR_FUNCTION_INHIBITOR_ACTIVITY	60	28		
GOMF_HISTONE_H3_DI_MONOMETHYL_LYSINE_9_DEMETHYLASE_ACTIVITY	5		Rejected!	
GOMF_HISTONE_H3_TRI_DIMETHYL_LYSINE_9_DEMETHYLASE_ACTIVITY	5		Rejected!	
GOMF_RNA_BINDING_INVOLVED_IN_POSTTRANSCRIPTIONAL_GENE_SILENCING	266		Rejected!	
GOMF_OLIGOPEPTIDE_BINDING	11		Rejected!	
GOMF_CATECHOLAMINE_BINDING	13		Rejected!	
GOMF_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	11		Rejected!	
GOMF_OLEATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_CARBOHYDRATE_DERIVATIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	54	38		
GOMF_FATTY_ACID_DERIVATIVE_BINDING	23	18		
GOMF_PHOSPHATIDYLGLYCEROL_BINDING	15		Rejected!	
GOMF_CARDIOLIPIN_BINDING	11		Rejected!	
GOMF_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	52		Rejected!	
GOMF_SULFUR_COMPOUND_BINDING	269	94		
GOMF_SULFUR_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	52	29		
GOMF_SALT_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_BINDING	175	103		
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION	12		Rejected!	
GOMF_CERAMIDE_1_PHOSPHATE_BINDING	8		Rejected!	
GOMF_CERAMIDE_1_PHOSPHATE_TRANSFER_ACTIVITY	8		Rejected!	
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_BINDING	107	53		
GOMF_CUPROUS_ION_BINDING	8		Rejected!	
GOMF_GAP_JUNCTION_CHANNEL_ACTIVITY_INVOLVED_IN_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	8		Rejected!	
GOMF_S_ADENOSYL_L_METHIONINE_BINDING	19		Rejected!	
GOMF_PEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	15		Rejected!	
GOMF_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	6		Rejected!	
GOMF_RETROMER_COMPLEX_BINDING	8		Rejected!	
GOMF_POLYSOME_BINDING	6		Rejected!	
GOMF_PHOSPHATIDIC_ACID_TRANSFER_ACTIVITY	7		Rejected!	
GOMF_HISTONE_METHYLTRANSFERASE_BINDING	12		Rejected!	
GOMF_STEROID_HORMONE_BINDING	6		Rejected!	
GOMF_N6_METHYLADENOSINE_CONTAINING_RNA_BINDING	7		Rejected!	
GOMF_KERATIN_FILAMENT_BINDING	6		Rejected!	
GOMF_RNA_POLYMERASE_II_C_TERMINAL_DOMAIN_PHOSPHOSERINE_BINDING	5		Rejected!	
GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	16		Rejected!	
GOMF_UBIQUITIN_SPECIFIC_PROTEASE_BINDING	21	17		
GOMF_PROTEIN_ADP_RIBOSYLASE_ACTIVITY	17	15		
GOMF_PROTEIN_ANTIGEN_BINDING	8		Rejected!	
GOMF_EXTRACELLULAR_MATRIX_PROTEIN_BINDING	6		Rejected!	
GOMF_TRANSFERRIN_RECEPTOR_BINDING	11		Rejected!	
GOMF_UBIQUITIN_LIGASE_SUBSTRATE_ADAPTOR_ACTIVITY	30	24		
GOMF_ARRESTIN_FAMILY_PROTEIN_BINDING	8		Rejected!	
GOMF_PROTEIN_TYROSINE_KINASE_BINDING	103	51		
GOMF_DNA_DNA_ANNEALING_ACTIVITY	8		Rejected!	
GOMF_RNA_ADENYLYLTRANSFERASE_ACTIVITY	7		Rejected!	
GOMF_SEQUENCE_SPECIFIC_MRNA_BINDING	14		Rejected!	
GOMF_PROMOTER_SPECIFIC_CHROMATIN_BINDING	62	44		
GOMF_GLYCOGEN_BINDING	8		Rejected!	
HP_MULTICYSTIC_KIDNEY_DYSPLASIA	114	77		
HP_RECURRENT_URINARY_TRACT_INFECTIONS	141	91		
HP_NEUROGENIC_BLADDER	33	24		
HP_URINARY_URGENCY	42	24		
HP_HYPOPLASIA_OF_THE_UTERUS	45	21		
HP_ABNORMALITY_OF_THE_BLADDER	464	277		
HP_BLADDER_DIVERTICULUM	38	17		
HP_URINARY_RETENTION	27	19		
HP_NOCTURIA	8		Rejected!	
HP_URINARY_INCONTINENCE	166	92		
HP_MEGACYSTIS	9		Rejected!	
