NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX		17	0.7276127	1.8442945	0.0	0.006664888	0.756	1469	tags=59%, list=14%, signal=68%	
GOBP_TRNA_METHYLATION	GOBP_TRNA_METHYLATION		36	0.6168588	1.8402495	0.002118644	0.0070687784	0.779	1170	tags=31%, list=11%, signal=34%	
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION		84	0.53266263	1.8387244	0.0	0.007131887	0.786	1469	tags=37%, list=14%, signal=43%	
GOBP_PEPTIDYL_ARGININE_MODIFICATION	GOBP_PEPTIDYL_ARGININE_MODIFICATION		18	0.71816224	1.838305	0.0	0.0071241665	0.787	2387	tags=56%, list=23%, signal=72%	
GOMF_RIBOSOMAL_SMALL_SUBUNIT_BINDING	GOMF_RIBOSOMAL_SMALL_SUBUNIT_BINDING		17	0.7295123	1.8375499	0.0	0.0071724574	0.792	857	tags=47%, list=8%, signal=51%	
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN		82	0.5316676	1.8346295	0.0	0.007392255	0.801	2423	tags=54%, list=23%, signal=69%	
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		339	0.4424397	1.83311	0.0	0.007521678	0.81	2220	tags=38%, list=21%, signal=47%	
HP_TRIPHALANGEAL_THUMB	HP_TRIPHALANGEAL_THUMB		49	0.58242	1.83227	0.0	0.007603908	0.813	2753	tags=51%, list=26%, signal=69%	
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION		103	0.51151407	1.8306926	0.0	0.0077946302	0.818	1469	tags=34%, list=14%, signal=39%	
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY		48	0.58037084	1.8267434	0.0	0.008293765	0.836	2583	tags=58%, list=25%, signal=77%	
GOCC_PROTEASOME_CORE_COMPLEX	GOCC_PROTEASOME_CORE_COMPLEX		18	0.71765274	1.8236064	0.0	0.00857335	0.846	1097	tags=56%, list=10%, signal=62%	
GOBP_METHYLATION	GOBP_METHYLATION		257	0.4522482	1.8234082	0.0	0.00853558	0.846	2309	tags=35%, list=22%, signal=43%	
GOMF_METALLOAMINOPEPTIDASE_ACTIVITY	GOMF_METALLOAMINOPEPTIDASE_ACTIVITY		16	0.7484069	1.8217486	0.0018518518	0.008695086	0.855	1185	tags=38%, list=11%, signal=42%	
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		86	0.5161325	1.8215044	0.0	0.008670553	0.856	2321	tags=42%, list=22%, signal=53%	
