"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"7704"	"Ranbp1"	852	1.39414091760158	8.26039569535853	179.452131436455	1.66890628552944e-09	1.00100932024279e-07
"10607"	"Wdhd1"	5172	2.2983771031464	6.01137311831719	178.956740656026	1.69997137513808e-09	1.00200407022537e-07
"9423"	"Tcp1"	2499	1.37675350756233	8.12101240770014	179.188752530874	1.68534101682372e-09	1.00200407022537e-07
"1597"	"Cd3g"	1023	-1.36759025330506	10.1378251027603	178.975138957437	1.69880593436541e-09	1.00200407022537e-07
"6177"	"Ndc1"	4575	2.36994399439443	5.82837219215039	178.177154354254	1.75020179071488e-09	1.02092081657348e-07
"7809"	"Rcc1"	2327	2.17083420400573	6.90910067794408	178.192863685007	1.74917305197288e-09	1.02092081657348e-07
"2644"	"Dscc1"	1511	2.48622801571734	4.23064359059359	177.884034750777	1.7695239943387e-09	1.02160518606488e-07
"5418"	"Mad2l1"	2088	2.28485347387996	7.20845807519567	177.909590125039	1.76782976713514e-09	1.02160518606488e-07
"4305"	"Haspin"	2811	1.91288571078913	5.20818545266549	177.732409886816	1.77961430114956e-09	1.02218866338479e-07
"6644"	"Pa2g4"	2432	1.60065773482382	7.73083152632487	176.948800153128	1.83281835034476e-09	1.04570195797329e-07
"1577"	"Cd2"	1144	-1.08075983256635	9.26705608445769	176.857596949706	1.83912762194627e-09	1.04570195797329e-07
"5354"	"Lsm2"	1133	1.46046355239958	6.62021917628966	176.195057567919	1.88571104614483e-09	1.06680075163309e-07
"6145"	"Ncapd2"	5905	2.38495378919338	7.6992496956385	175.918812323884	1.90553004769722e-09	1.07262286384876e-07
"6704"	"Parpbp"	4164	2.88746697049163	4.57782680667061	175.331014357207	1.94849618437458e-09	1.08339521940602e-07
"1937"	"Clspn"	5870	2.87125332257321	5.27778640563318	173.963126464168	2.05282684798058e-09	1.08339521940602e-07
"7085"	"Plk4"	4107	2.35226191697253	6.02401041746113	173.87968783094	2.05939400384516e-09	1.08339521940602e-07
"3823"	"Gm37004"	358	-2.01757709254602	5.63919495763089	174.310913088079	2.02570962166055e-09	1.08339521940602e-07
"11136"	"Zfp945"	7261	-1.87736199760805	4.38030169035874	174.064991626309	2.04484173213104e-09	1.08339521940602e-07
"4317"	"Hbp1"	5405	-1.61940604461351	4.91221516920275	174.768305970179	1.99066546838991e-09	1.08339521940602e-07
"7710"	"Rangap1"	3211	1.57222119589552	7.72383303588671	175.139475239473	1.962734766717e-09	1.08339521940602e-07
"10368"	"Uck2"	5104	1.34606386629016	6.84062224447973	174.222678370625	2.03255051422709e-09	1.08339521940602e-07
"7799"	"Rbmxl1"	2391	1.24710005308947	6.6916429200834	174.419884932229	2.01729714739536e-09	1.08339521940602e-07
"8218"	"Rtel1"	4598	1.22403594562021	5.82881406451	174.040865722948	2.0467297358834e-09	1.08339521940602e-07
"4655"	"Ilf2"	2222	1.18780397668564	6.83123372295079	175.133306782084	1.96319528251626e-09	1.08339521940602e-07
"7233"	"Ppih"	2495	1.17474569566734	6.06890055448667	174.922087421126	1.9790387329712e-09	1.08339521940602e-07
"298"	"Aarsd1"	1775	1.15424531127643	6.10403827119956	174.201528465147	2.03419418841701e-09	1.08339521940602e-07
"4419"	"Hmgb1"	3193	0.877636691219673	9.4888808159327	175.48053271319	1.93746310477655e-09	1.08339521940602e-07
"10208"	"Tuba1c"	1977	1.85635395230342	7.4822011967758	173.443612152129	2.0941078936076e-09	1.09653333331323e-07
"1560"	"Ccs"	1091	-1.37543889725655	5.8955358577159	173.122774128843	2.12007421818054e-09	1.1011899290737e-07
"3177"	"Farsb"	6480	0.996771434432376	7.24345865097917	173.092250452314	2.12256364015805e-09	1.1011899290737e-07
"6832"	"Penk"	1593	-4.03294403239042	4.03502223775866	172.513735732344	2.17038124055542e-09	1.10391436007905e-07
"5566"	"Mcm5"	3501	2.81827371641283	9.02007001193173	172.436673828796	2.17684302662595e-09	1.10391436007905e-07
"79"	"2310001H17Rik"	769	-1.98544067633979	6.71418301578272	172.563067246987	2.16625617491e-09	1.10391436007905e-07
"8119"	"Rpp30"	1183	1.13406039212845	5.69693291724579	172.610020078731	2.16233830926996e-09	1.10391436007905e-07
