"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"681"	"Amfr"	3678	-0.548531274668521	6.07999312839689	28.5021936477776	9.46151591176061e-05	0.0060770708871262
"3252"	"Fastkd5"	3164	0.70989651974572	4.07108846909536	28.0984714307917	0.000101490460175595	0.00646463476633638
"3895"	"Gtf2i"	4469	-0.409664466890918	7.77530058782129	27.8672018417235	0.000105684832309243	0.00669125052753102
"2936"	"Endog"	1032	-1.68721933028153	2.42001951046468	27.6318643518166	0.000110157145660341	0.00691292896329481
"3518"	"Gbp2"	2455	0.475428847082717	4.69435207485778	27.6141911912786	0.00011050162377103	0.00691292896329481
"4437"	"Irf2bp1"	2699	-1.08941567710356	4.82215147660591	27.5589663470602	0.00011158598705625	0.00692081505848902
"9943"	"Whsc1l1"	13244	-0.409115884392727	6.47261794339021	27.540833416476	0.000111944677444637	0.00692081505848902
"7418"	"Rltpr"	2504	-0.829440667195356	6.04829098470962	27.4535253198538	0.000113690245048774	0.00694700276431753
"815"	"Apol9b"	1595	0.716553339940077	5.13451772446524	27.4762813634987	0.000113232306615555	0.00694700276431753
"10295"	"Zfp622"	2803	-0.583548216966545	6.16030460331006	27.2801394041047	0.000117249624522501	0.00712308412561554
"1625"	"Ccs"	1057	-0.537407652375127	5.92810509432599	27.233652866418	0.000118225419563367	0.00714108712420108
"3645"	"Gm14085"	3740	-1.32190155649199	5.73087292561718	27.0983203773193	0.000121119321710315	0.00723275040440572
"3982"	"Hccs"	2382	-0.535110153814363	5.75491247071141	27.1000341720036	0.000121082173061234	0.00723275040440572
"9901"	"Wdr41"	3069	-0.74764563220865	4.59592524331355	27.0640477050477	0.00012186496090627	0.00723616236793727
"7436"	"Rnf10"	3115	-0.657170896111633	6.91199704258572	27.0190444127634	0.000122852020093387	0.00725379062461515
"5103"	"Mbd3"	1643	-0.688170900622088	6.73048457101019	26.939367660111	0.000124622020370724	0.00731719236925314
"8101"	"Slc25a39"	1667	-0.373167238992975	6.9512485401066	26.7721973449446	0.000128431028053978	0.00749894502692947
"3954"	"Habp4"	2567	-1.50944457444923	3.94697702963306	26.6795381796126	0.000130599392880524	0.00758342331035532
"6163"	"Pacs1"	4342	-0.596020317222329	6.10297217407402	26.6111394678321	0.000132226825769021	0.00763573592765059
"8429"	"Spata5l1"	1321	-1.39453816661656	2.95646247883706	26.5351091679073	0.000134063047599806	0.0076994679249943
"2755"	"E2f5"	1749	-1.34065522030598	2.15741832611003	26.4282194673537	0.000136693959766859	0.00780789954972657
"6549"	"Plac8"	696	2.92064127819756	3.25616156338537	26.3400194093145	0.000138909256724938	0.00789154750367083
"1403"	"Caap1"	2109	-1.07353435872615	3.64097008161172	26.1406232232269	0.00014407003372155	0.00809719815194382
